case_id,model_variant,include_chi_prime,n_active,chi_t_over_2pi,target_family,random_seed,waveform_family,pulse_duration_ns,average_gate_fidelity,restricted_process_fidelity,restricted_fro_error,restricted_unitarity_error,state_transfer_fidelity_mean,state_transfer_fidelity_min,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,state_validation_ground_fidelity,state_validation_plus_fidelity,optimizer_success,optimizer_nfev,optimizer_runtime_s
chi_plus_chiprime_na2_chiT3p0_targetD_seed92341,chi_plus_chiprime,True,2,3.0,D,92341.0,baseline_multitone,1056.3380281690138,0.20020911410493114,0.0002613926311639432,1.421385932203351,3.072089816541736e-06,0.401418822773683,0.00902706499546699,0.9999999999999999,0.9999999999999997,0.0,0.0,1.3877787807814457e-16,3.3306690738754696e-16,1.0392232748040722,0.8411087129822462,1.0781545224412634,1.1075597609632135,1.2467793409332022,0.15866225408531376,0.06103277540263663,,,
chi_plus_chiprime_na2_chiT3p0_targetD_seed92341,chi_plus_chiprime,True,2,3.0,D,92341.0,symmetric_two_segment,1056.3380281690138,0.20018171632544285,0.00022714540680360116,1.4201640599330811,7.706962027495272e-08,0.3996079370889296,0.009121401291957732,1.0,0.9999999999999999,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,1.0399751057076325,0.8411007523610492,1.078966371682931,1.1184175911052159,1.2636281723637315,0.15828773266579416,0.06133120072125689,True,56.0,2.7741982999978063
chi_plus_chiprime_na2_chiT3p0_targetD_seed92341,chi_plus_chiprime,True,2,3.0,D,92341.0,echoed_multitone,1056.3380281690138,0.24905554023061996,0.061319425288274915,1.5794924037504627,6.510822226713407e-06,0.2707056197661642,0.09739977088369271,1.0,0.9999999999999999,0.0,0.0,2.7755575615628914e-17,1.1102230246251565e-16,1.0426620298380886,0.5794816144877659,1.1549257931553465,2.149122094174661,2.5785997191132526,0.09810829899983724,0.09668964460914882,False,120.0,5.844987100001163
chi_plus_chiprime_na2_chiT3p0_targetD_seed92341,chi_plus_chiprime,True,2,3.0,D,92341.0,complex_envelope,1056.3380281690138,0.20018462324109437,0.0002307790513679939,1.420302179610144,3.034827504557971e-06,0.3995948451082667,0.009571705729288569,0.9999999999999998,0.9999999999999997,0.0,0.0,2.7755575615628914e-16,3.3306690738754696e-16,1.039977313782052,0.8373322496672582,1.0802888486715274,1.1179536952003226,1.265476201131156,0.15697061047377017,0.05972850757796875,True,47.0,2.2684934999997495
chi_plus_chiprime_na2_chiT3p0_targetD_seed92341,chi_plus_chiprime,True,2,3.0,D,92341.0,basis_expanded,1056.3380281690138,0.20018483270315862,0.00023104087894824235,1.4203120996183147,3.465397643212493e-06,0.3996117395863985,0.009573443984679554,1.0,0.9999999999999999,0.0,0.0,2.7755575615628914e-17,1.1102230246251565e-16,1.039970335109883,0.8373126658238313,1.080290495859193,1.1178482125443785,1.2653416839099245,0.15696729417451488,0.0597108463989522,True,68.0,3.26557479999974
chi_plus_chiprime_na2_chiT3p0_targetD_seed92342,chi_plus_chiprime,True,2,3.0,D,92342.0,baseline_multitone,1056.3380281690138,0.3276408183726348,0.15955102296579354,1.0959678838031353,1.577017714547343e-06,0.2900939005931602,0.04218352484011306,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.9563216401949451,0.34217060506916097,0.4213830868244415,2.2629148998335804,2.760987831439544,0.17822228800455214,0.20922909344954838,,,
chi_plus_chiprime_na2_chiT3p0_targetD_seed92342,chi_plus_chiprime,True,2,3.0,D,92342.0,symmetric_two_segment,1056.3380281690138,0.3110457170397349,0.13880714629966862,1.1202129298460688,1.948943107757227e-06,0.27340980890712663,0.024826634845348958,1.0,0.9999999999999998,0.0,0.0,5.551115123125783e-17,2.220446049250313e-16,0.9795903339815899,0.3027909559083711,0.3854289434386298,2.325927074978039,2.856313206047156,0.15317021451201984,0.18294426758352905,True,68.0,3.5882702999988396
chi_plus_chiprime_na2_chiT3p0_targetD_seed92342,chi_plus_chiprime,True,2,3.0,D,92342.0,echoed_multitone,1056.3380281690138,0.675310808058717,0.5941385100733962,0.6772751574282638,2.8415571107882587e-06,0.732621296210813,0.3861890807379362,1.0,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.4316406215867795,0.967218677745707,1.2783089930667308,0.7318699679162911,1.3554402137263197,0.6188874777451585,0.6489212022153785,False,120.0,6.316750100002537
chi_plus_chiprime_na2_chiT3p0_targetD_seed92342,chi_plus_chiprime,True,2,3.0,D,92342.0,complex_envelope,1056.3380281690138,0.3279700144405734,0.15996251805071673,1.0954977872585117,1.9225557250379537e-06,0.28859363370494906,0.03368016889911409,1.0,0.9999999999999998,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.956592486583971,0.2415705460487761,0.3866621518456738,2.270180959987744,2.777299758686094,0.17033878116323597,0.20498201068034058,True,58.0,3.0644482000025164
chi_plus_chiprime_na2_chiT3p0_targetD_seed92342,chi_plus_chiprime,True,2,3.0,D,92342.0,basis_expanded,1056.3380281690138,0.33116745971997047,0.16395932464996313,1.09095622767902,1.5963774922689859e-06,0.29174723851747114,0.03664479305122098,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.9521336384714081,0.24495660694697952,0.38987897663466065,2.2590291485769107,2.7613318941347003,0.17464865331777593,0.20930732541699826,False,120.0,6.381070000003092
chi_plus_chiprime_na2_chiT5p0_targetC,chi_plus_chiprime,True,2,5.0,C,,baseline_multitone,1760.5633802816897,0.8733324866327774,0.8416656082909717,0.4066322347091923,1.4168580404030039e-06,0.8627171915745889,0.7678926886259515,1.0,0.9999999999999999,0.0,0.0,2.7755575615628914e-17,1.1102230246251565e-16,0.1815806230544568,0.07528910291676354,0.09212624941636133,0.785618624215136,1.0055170009591887,0.8407187467693016,0.8945103891108486,,,
chi_plus_chiprime_na2_chiT5p0_targetC,chi_plus_chiprime,True,2,5.0,C,,symmetric_two_segment,1760.5633802816897,0.8722862980073692,0.8403578725092115,0.40838148410357755,1.4577232685041044e-06,0.8615816127235039,0.7659693093253594,0.9999999999999999,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.18308109777704723,0.07503850468069048,0.09199495059163257,0.7890958790526055,1.0100658508320308,0.8394184259891462,0.893468819805063,True,56.0,3.9250070999987656
chi_plus_chiprime_na2_chiT5p0_targetC,chi_plus_chiprime,True,2,5.0,C,,echoed_multitone,1760.5633802816897,0.2094693437085064,0.011836679635632986,1.4890009897819938,3.792301236594131e-06,0.18325955392843926,0.011771211140183917,0.9999999999999998,0.9999999999999996,0.0,0.0,1.942890293094024e-16,4.440892098500626e-16,1.1172267220959025,0.04067455689430734,0.04639806502041163,2.4056823903678497,2.639067722555699,0.01190507793659714,0.014356470666586138,False,120.0,8.280584899999667
chi_plus_chiprime_na2_chiT5p0_targetC,chi_plus_chiprime,True,2,5.0,C,,complex_envelope,1760.5633802816897,0.8740931436236483,0.8426164295295603,0.4053569057407617,1.6275996628269281e-06,0.8635308219663437,0.770366708849902,0.9999999999999998,0.9999999999999994,0.0,0.0,3.3306690738754696e-16,5.551115123125783e-16,0.18049452476433367,0.07478306414444937,0.09644324781402706,0.7839277003438694,0.9996172081505594,0.8417246121992701,0.8931774814775342,True,60.0,4.08855069999845
chi_plus_chiprime_na2_chiT5p0_targetC,chi_plus_chiprime,True,2,5.0,C,,basis_expanded,1760.5633802816897,0.8741583955031971,0.8426979943789964,0.4052473158345602,9.764593340071146e-07,0.8636021937940372,0.7704929205319878,0.9999999999999998,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.18040072151675796,0.07484928177226062,0.09649385129851683,0.7837088196773058,0.9993178037905837,0.8418052493689894,0.893234320502954,True,74.0,5.061949500002811
chi_plus_chiprime_na2_chiT5p0_targetD_seed92360,chi_plus_chiprime,True,2,5.0,D,92360.0,baseline_multitone,1760.5633802816897,0.8407247451986587,0.8009059314983233,1.9467130279845657,2.2493609312360844e-06,0.8528866521940357,0.6827449097606476,1.0,0.9999999999999998,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.21812051054952356,0.5320432927908483,0.5972721533200565,0.5423030605701846,1.073531381330687,0.8650171658310607,0.8528463741522597,,,
chi_plus_chiprime_na2_chiT5p0_targetD_seed92360,chi_plus_chiprime,True,2,5.0,D,92360.0,symmetric_two_segment,1760.5633802816897,0.835983773837017,0.7949797172962713,1.945008779355824,1.7764851628027863e-06,0.8473382323648995,0.6702612728955406,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.22508086909745584,0.5279332443212824,0.5817200105579773,0.5660443113840579,1.104290046201505,0.8581403163941907,0.8483195698040563,True,67.0,5.216320600000472
chi_plus_chiprime_na2_chiT5p0_targetD_seed92360,chi_plus_chiprime,True,2,5.0,D,92360.0,echoed_multitone,1760.5633802816897,0.24738430345524734,0.059230379319059175,1.2302212382435647,1.1389416094351868e-06,0.19193638407324343,0.0021368106856201096,0.9999999999999998,0.9999999999999998,0.0,0.0,1.6653345369377348e-16,2.220446049250313e-16,1.0758411275029385,0.02586751830625043,0.05173475875654624,2.638567756429893,3.0550893878267678,0.059416451709532185,0.07405789676707498,False,120.0,9.238180600001215
chi_plus_chiprime_na2_chiT5p0_targetD_seed92360,chi_plus_chiprime,True,2,5.0,D,92360.0,complex_envelope,1760.5633802816897,0.846326199684437,0.8079077496055462,1.9487163179913725,1.116980753928073e-06,0.8578194296173779,0.6892472401335724,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.21054606724975453,0.5223461910472608,0.5669432134845255,0.5290246339800462,1.0538215927362298,0.8702849897661574,0.8605175581406717,True,56.0,4.2963655999992625
chi_plus_chiprime_na2_chiT5p0_targetD_seed92360,chi_plus_chiprime,True,2,5.0,D,92360.0,basis_expanded,1760.5633802816897,0.8468654685637965,0.8085818357047455,1.9489086243651108,4.6420013664495135e-06,0.8584010253911708,0.6903803447431525,0.9999999999999998,0.9999999999999994,0.0,0.0,2.7755575615628914e-16,5.551115123125783e-16,0.20977399593474916,0.5224017327517698,0.567029084067668,0.5279525111074866,1.0507311647615616,0.8709925093120303,0.8608909697666988,True,78.0,5.930171600000904
