candidate_id,source,objective_variant,case_id,family_key,family_label,blocks,max_tones,order_label,levels,n12_full_target_fidelity,n12_ground_fidelity,n12_ground_gain,ground_convergence_delta,ancilla_excitation_worst,support_leakage_worst,outside_target_leakage_worst,physically_plausible
ground_refine:drcpsqr_blk1_a2_ordCPRD_CPRD_lv0-1_blk1_t2,ground_refine,ground_sector,drcpsqr_blk1_a2_ordCPRD_CPRD_lv0-1_blk1_t2,drcpsqr,D + R + CPSQR,1,2,CPRD,0-1,0.24495843675764672,0.8614534727102252,0.6164950359525785,1.1102230246251565e-16,3.785826356535571e-12,0.25888025284039207,0.25888025284417787,False
ground_refine:drcpsqr_blk2_a4_ordCPRD_CPRD_lv0-1-2-3_blk2_t4,ground_refine,ground_sector,drcpsqr_blk2_a4_ordCPRD_CPRD_lv0-1-2-3_blk2_t4,drcpsqr,D + R + CPSQR,2,4,CPRD,0-1-2-3,0.2623226045358179,0.988680994835133,0.7263583902993151,5.827560656257447e-13,1.5860363619462993e-09,0.030500520218661786,0.030500520977780887,True
ground_refine:drcpsqr_blk3_a3_ordDRCP_DRCP_lv0-1-2_blk3_t3,ground_refine,ground_sector,drcpsqr_blk3_a3_ordDRCP_DRCP_lv0-1-2_blk3_t3,drcpsqr,D + R + CPSQR,3,3,DRCP,0-1-2,0.4100764687273729,0.9978771415548336,0.5878006728274607,1.7566950116787439e-09,0.00158697496696531,0.003994997135769118,0.004198736183552723,True
ground_refine:drcpsqr_blk4_a4_ordRDCP_RDCP_lv0-1-2-3_blk4_t4,ground_refine,ground_sector,drcpsqr_blk4_a4_ordRDCP_RDCP_lv0-1-2-3_blk4_t4,drcpsqr,D + R + CPSQR,4,4,RDCP,0-1-2-3,0.1689039557649633,0.9999283747668164,0.8310244190018531,1.190036957865459e-11,9.044887599768888e-05,8.564216845041717e-05,0.0001760907645506616,True
ground_refine:drcpsqr_blk5_a2_ordDRCP_DRCP_lv1-2_blk5_t2,ground_refine,ground_sector,drcpsqr_blk5_a2_ordDRCP_DRCP_lv1-2_blk5_t2,drcpsqr,D + R + CPSQR,5,2,DRCP,1-2,0.39776480501024425,0.9995204768370021,0.6017556718267578,2.1469905742144135e-08,0.0008990594121902393,0.0002569901963251908,0.0011175377863140486,True
ground_refine:drsqr_blk2_a4_ordSRD_SRD_lv0-1-2-3_blk2_t4,ground_refine,ground_sector,drsqr_blk2_a4_ordSRD_SRD_lv0-1-2-3_blk2_t4,drsqr,D + R + SQR,2,4,SRD,0-1-2-3,0.23620478828420532,0.9875651536102339,0.7513603653260286,6.783462680459706e-13,0.0008909728825037114,0.029641141252217618,0.029689699957721503,True
ground_refine:drsqr_blk3_a4_ordRDS_RDS_lv0-1-2-3_blk3_t4,ground_refine,ground_sector,drsqr_blk3_a4_ordRDS_RDS_lv0-1-2-3_blk3_t4,drsqr,D + R + SQR,3,4,RDS,0-1-2-3,0.29478001196797493,0.9997453369079558,0.7049653249399808,4.4020342926387457e-13,0.0004682085980478624,0.00012909354790691108,0.0005973021459168039,True
ground_refine:drsqr_blk4_a3_ordRDS_RDS_lv0-2-3_blk4_t3,ground_refine,ground_sector,drsqr_blk4_a3_ordRDS_RDS_lv0-2-3_blk4_t3,drsqr,D + R + SQR,4,3,RDS,0-2-3,0.3937793505825457,0.9965341712668052,0.6027548206842595,4.294245834479682e-07,0.0037497713219774463,0.003317526417129457,0.00696303381268486,True
ground_refine:drsqr_blk5_a4_ordRDS_RDS_lv0-1-2-3_blk5_t4,ground_refine,ground_sector,drsqr_blk5_a4_ordRDS_RDS_lv0-1-2-3_blk5_t4,drsqr,D + R + SQR,5,4,RDS,0-1-2-3,0.36751448508797263,0.9999260030256224,0.6324115179376497,7.849463301567994e-10,4.132346011907348e-05,0.00014484425028449266,0.00017716647295044696,True
