family_key,family_label,blocks,n_active,order_label,order_pretty,levels,screen_fidelity,screen_duration_ns,screen_gate_depth,replay_n12_fidelity,replay_n12_leakage,replay_n12_unitarity_error
drsqr,D + R + SQR,3,2,SDR,SQR > D > R,0-1,0.500612647882062,3740.0,10,0.5006126476783942,0.0007032200051291237,3.5356505238875714e-14
drsqr,D + R + SQR,4,3,RSD,R > SQR > D,0-1-2,0.500275196106015,4960.0,13,0.5002751316202846,0.006469029430959172,6.979266661642897e-14
drsqr,D + R + SQR,4,4,RSD,R > SQR > D,0-1-2-3,0.5001034774254053,4960.0,13,0.5001030626584936,0.005970537173711765,5.89945205439812e-14
drsqr,D + R + SQR,3,4,SDR,SQR > D > R,0-1-2-3,0.5000145389274833,3740.0,10,0.50001450139136,0.00021712959384934116,3.956785796797052e-14
drsqr,D + R + SQR,3,3,SDR,SQR > D > R,0-1-2,0.5000140760577234,3740.0,10,0.5000139371229354,0.00015351933900165093,4.0274868176146666e-14
drcpsqr,D + R + CPSQR,1,2,CPRD,CPSQR > R > D,0-1,0.4999945825055697,367.0,4,0.49999458201942937,3.308122536627156e-05,2.957569278678122e-14
drcpsqr,D + R + CPSQR,1,3,CPRD,CPSQR > R > D,0-1-2,0.4999945825055697,367.0,4,0.49999458201942937,3.308122536627156e-05,2.957569278678122e-14
drcpsqr,D + R + CPSQR,1,4,CPRD,CPSQR > R > D,0-1-2-3,0.4999945825055697,367.0,4,0.49999458201942937,3.308122536627156e-05,2.957569278678122e-14
drcpsqr,D + R + CPSQR,1,2,CPDR,CPSQR > D > R,0-1,0.4999932716975224,367.0,4,0.49999327122223775,3.3071625011649175e-05,7.464135706253118e-15
drcpsqr,D + R + CPSQR,1,3,CPDR,CPSQR > D > R,0-1-2,0.4999932716975224,367.0,4,0.49999327122223775,3.3071625011649175e-05,7.464135706253118e-15
drcpsqr,D + R + CPSQR,1,4,CPDR,CPSQR > D > R,0-1-2-3,0.4999932716975224,367.0,4,0.49999327122223775,3.3071625011649175e-05,7.464135706253118e-15
drsqr,D + R + SQR,3,2,SRD,SQR > R > D,0-1,0.4999040479427496,3740.0,10,0.49990403273323075,0.0010756926533403988,4.1452895493131567e-14
drsqr,D + R + SQR,3,4,SRD,SQR > R > D,0-1-2-3,0.49985045104328835,3740.0,10,0.4998502319855929,0.004534251562562042,1.0687711387256247e-14
drsqr,D + R + SQR,3,3,SRD,SQR > R > D,0-1-2,0.49984400343991076,3740.0,10,0.49984419556880666,0.0039288319450865306,1.6286866705802332e-14
drsqr,D + R + SQR,3,1,SDR,SQR > D > R,0,0.49971028022305225,3740.0,10,0.4997102732162559,0.0001264813004882015,7.233341901249738e-14
drcpsqr,D + R + CPSQR,2,2,RCPD,R > CPSQR > D,0-1,0.49946123645016555,643.0,7,0.49946129508914244,0.043162404551776556,1.4636246899611866e-14
drcpsqr,D + R + CPSQR,2,4,RCPD,R > CPSQR > D,0-1-2-3,0.49933551154108785,643.0,7,0.49933396497095145,0.01616618289006999,1.5388503039263806e-14
drcpsqr,D + R + CPSQR,2,1,RCPD,R > CPSQR > D,0,0.4993145112219826,641.0,7,0.4993146955835426,0.05998170414015069,4.902896476132103e-14
drcpsqr,D + R + CPSQR,2,3,RCPD,R > CPSQR > D,0-1-2,0.4992422311479181,644.0,7,0.49924183480638323,0.016726925170218232,5.753196068121994e-15
drsqr,D + R + SQR,3,1,SRD,SQR > R > D,0,0.49872963916726626,3740.0,10,0.4987296982458184,0.0002622655214710168,4.676464751230894e-14
drcpsqr,D + R + CPSQR,1,1,CPRD,CPSQR > R > D,0,0.4985188305151001,321.0,4,0.49851875748019575,0.005723513284711768,5.467033336372332e-15
drsqr,D + R + SQR,4,2,RSD,R > SQR > D,0-1,0.4985161263812399,4960.0,13,0.49851551288688883,0.026227868024934042,4.737081520932619e-14
drcpsqr,D + R + CPSQR,1,1,CPDR,CPSQR > D > R,0,0.4979603768480711,322.0,4,0.4979601080275172,0.007082766121765838,5.984638140082159e-15
drcpsqr,D + R + CPSQR,2,4,DCPR,D > CPSQR > R,0-1-2-3,0.5338025214856185,593.0,7,0.4955148250431103,0.642236736918221,4.384185198660235e-15
drcpsqr,D + R + CPSQR,2,2,RDCP,R > D > CPSQR,0-1,0.48796455325903226,644.0,7,0.48789252483311796,0.2165214359376615,2.4247227121033213e-15
drcpsqr,D + R + CPSQR,2,2,DCPR,D > CPSQR > R,0-1,0.5204077669018409,575.0,7,0.48608827474433525,0.5967529751829436,7.325093118313591e-15
drcpsqr,D + R + CPSQR,3,2,DCPR,D > CPSQR > R,0-1,0.5130702321378424,900.0,10,0.4852212587962326,0.6816984090720709,4.921812459801896e-15
drcpsqr,D + R + CPSQR,2,1,DCPR,D > CPSQR > R,0,0.5049112415954993,577.0,7,0.47603299965313306,0.6039738202463503,2.100997163161256e-14
drcpsqr,D + R + CPSQR,1,4,DRCP,D > R > CPSQR,0-1-2-3,0.46372796795931515,347.0,4,0.4633446058422774,0.03438309588212751,3.5453069159924306e-15
drsqr,D + R + SQR,2,1,SRD,SQR > R > D,0,0.46121065988114524,2520.0,7,0.46121687856761884,0.1349967561346601,4.8583290752486485e-15
drcpsqr,D + R + CPSQR,1,4,RDCP,R > D > CPSQR,0-1-2-3,0.4595801188519783,366.0,4,0.4594230577317374,0.013366348946664663,3.009014755981536e-15
drcpsqr,D + R + CPSQR,1,3,RDCP,R > D > CPSQR,0-1-2,0.45398655163529267,367.0,4,0.454235473724869,0.08107589535465187,2.3920202223431095e-15
drcpsqr,D + R + CPSQR,1,3,DRCP,D > R > CPSQR,0-1-2,0.4473020409166385,341.0,4,0.44824780447173596,0.15492818642368722,2.951952251673929e-15
drcpsqr,D + R + CPSQR,1,1,RDCP,R > D > CPSQR,0,0.44551076726737543,342.0,4,0.44550656574657876,0.28664896057817013,3.9625751325692545e-14
drcpsqr,D + R + CPSQR,1,2,RDCP,R > D > CPSQR,0-1,0.4447074133295379,354.0,4,0.4447027235283986,0.2877502480169819,1.7446962618665744e-14
drcpsqr,D + R + CPSQR,1,2,DRCP,D > R > CPSQR,0-1,0.43830372501136494,335.0,4,0.43830134555180655,0.37775185604238226,3.1792346572082857e-15
drcpsqr,D + R + CPSQR,1,1,DRCP,D > R > CPSQR,0,0.4299812576554989,353.0,4,0.42996721425572115,0.4283069840119872,3.254820874686148e-15
drsqr,D + R + SQR,2,1,SDR,SQR > D > R,0,0.4220156636441061,2520.0,7,0.4205888481199603,0.09940437457065165,4.087466268284534e-15
drcpsqr,D + R + CPSQR,1,2,RCPD,R > CPSQR > D,0-1,0.40026920397984217,361.0,4,0.40026920375826297,0.006395163866556919,1.7082216672896374e-14
drcpsqr,D + R + CPSQR,1,3,RCPD,R > CPSQR > D,0-1-2,0.40026920397984217,361.0,4,0.40026920375826297,0.006395163866556919,1.7082216672896374e-14
drcpsqr,D + R + CPSQR,1,4,RCPD,R > CPSQR > D,0-1-2-3,0.40026920397984217,361.0,4,0.40026920375826297,0.006395163866556919,1.7082216672896374e-14
drcpsqr,D + R + CPSQR,1,1,RCPD,R > CPSQR > D,0,0.40024640069673845,361.0,4,0.4002464004757124,0.006389883199008128,1.7179062897965572e-14
drsqr,D + R + SQR,2,4,DRS,D > R > SQR,0-1-2-3,0.5890672326677802,2520.0,7,0.047764917662605565,0.9961050218100148,5.7979430072502304e-15
drsqr,D + R + SQR,2,3,DRS,D > R > SQR,0-1-2,0.5482063389814371,2520.0,7,0.041300756372785,0.9990671299799895,6.469873054226547e-15
drsqr,D + R + SQR,2,2,DRS,D > R > SQR,0-1,0.49656920384385766,2520.0,7,0.019498085717619584,0.998350053982701,6.825431209164512e-15
drsqr,D + R + SQR,2,3,DSR,D > SQR > R,0-1-2,0.6489129500109011,2520.0,7,0.013263063629146471,0.9993064665835789,5.613645053207059e-15
drsqr,D + R + SQR,2,1,DRS,D > R > SQR,0,0.39544432240404687,2520.0,7,0.012033016432785903,0.9987890826714728,9.04400751869366e-15
drsqr,D + R + SQR,2,2,DSR,D > SQR > R,0-1,0.6308826749461117,2520.0,7,0.011104823438817595,0.999604151300624,6.417116611629379e-15
drcpsqr,D + R + CPSQR,1,3,DCPR,D > CPSQR > R,0-1-2,0.5851466914714694,381.0,4,0.007728112347749699,0.9999717783518043,6.296649389784282e-15
drsqr,D + R + SQR,2,1,DSR,D > SQR > R,0,0.6300977203171122,2520.0,7,0.006625197400990693,0.999641262419495,5.298371425134155e-15
drcpsqr,D + R + CPSQR,1,2,DCPR,D > CPSQR > R,0-1,0.5607260249656806,347.0,4,0.006159171740265326,0.9999916546042233,6.372438757160498e-15
drsqr,D + R + SQR,2,4,DSR,D > SQR > R,0-1-2-3,0.6450209567349301,2520.0,7,0.005650285655917794,0.9997470468628604,6.677947268926567e-15
drcpsqr,D + R + CPSQR,1,1,DCPR,D > CPSQR > R,0,0.5525780277026646,340.0,4,0.004009389524688056,0.9999799442940974,6.048227192754091e-15
drcpsqr,D + R + CPSQR,1,4,DCPR,D > CPSQR > R,0-1-2-3,0.6224287878458776,372.0,4,0.0009178974340440724,0.999184279131338,7.109704197481327e-15
