n,initial_state,step_a_target_state,step_b_target_state,storage_sideband_lab_GHz,storage_sideband_rot_MHz,readout_dump_lab_GHz,readout_dump_rot_MHz,nearest_storage_sideband_detuning_MHz,nearest_readout_dump_detuning_MHz,gf_carrier_lab_GHz,storage_sideband_matrix_element,readout_dump_matrix_element,storage_nominal_minus_model_kHz,spectral_crowding_comment,energy_g_0r_ns_rot_MHz,energy_f_0r_nsm1_rot_MHz,energy_g_1r_nsm1_rot_MHz,overlap_g_0r_ns,overlap_f_0r_nsm1,overlap_g_1r_nsm1
1,|g,0,1>,|f,0,0>,|g,1,0>,6.804115034,-255.669695,3.448825278,-255.669695,5.680842,5.680842,12.039366992,1.0,1.0,-581.406442,Adjacent storage-sideband lines are only a few MHz apart; selectivity is set by the pulse bandwidth.,0.0,-255.669695,0.0,1.0,1.0,1.0
2,|g,0,2>,|f,0,1>,|g,1,1>,6.798434192,-261.350537,3.443144436,-261.350537,5.680842,5.680842,12.03368615,1.414214,1.0,0.0,Adjacent storage-sideband lines are only a few MHz apart; selectivity is set by the pulse bandwidth.,0.0,-261.350537,0.0,1.0,1.0,1.0
3,|g,0,3>,|f,0,2>,|g,1,2>,6.79275335,-267.031379,3.437463594,-267.031379,5.680842,5.680842,12.028005308,1.732051,1.0,0.0,Adjacent storage-sideband lines are only a few MHz apart; selectivity is set by the pulse bandwidth.,0.0,-267.031379,0.0,1.0,1.0,1.0
4,|g,0,4>,|f,0,3>,|g,1,3>,6.787072508,-272.712221,3.431782752,-272.712221,5.680842,5.680842,12.022324466,2.0,1.0,0.0,Adjacent storage-sideband lines are only a few MHz apart; selectivity is set by the pulse bandwidth.,0.0,-272.712221,0.0,1.0,1.0,1.0
