n,detuning_MHz,probe_duration_ns,probe_amplitude_MHz,storage_target_probability,storage_total_f_probability,dump_witness_target_probability,dump_witness_readout_n
4,2.5,400.0,0.15,0.00040805089636667785,0.0004080508963666779,0.00040635870880007717,0.00040635870880007717
4,3.0,400.0,0.15,0.015917337173212635,0.015917337173212635,0.015851511161568216,0.015851511161568212
4,3.5,400.0,0.15,0.026691764425630874,0.02669176442563087,0.02658142564887635,0.026581425648876354
4,4.0,400.0,0.15,0.01910581163950348,0.019105811639503482,0.019026807101075717,0.01902680710107572
4,4.5,400.0,0.15,0.005223346837801572,0.005223346837801571,0.005201727697692615,0.005201727697692615
4,5.0,400.0,0.15,2.4942006425270265e-05,2.4942006425270268e-05,2.4805716352687513e-05,2.4805716352687513e-05
4,5.5,400.0,0.15,0.004464704621234167,0.004464704621234167,0.004446217509042955,0.004446217509042954
4,6.0,400.0,0.15,0.009080848601329895,0.009080848601329895,0.009043273947950395,0.009043273947950396
4,6.5,400.0,0.15,0.007446511204525901,0.0074465112045259,0.007415698549595949,0.007415698549595949
4,7.0,400.0,0.15,0.0023194070951619134,0.002319407095161914,0.00230979246763484,0.00230979246763484
4,7.5,400.0,0.15,3.972854565852846e-06,3.972854565852847e-06,3.9499908778648004e-06,3.9499908778648e-06
4,8.0,400.0,0.15,0.00204035209314141,0.00204035209314141,0.0020318966009659394,0.0020318966009659394
4,8.5,400.0,0.15,0.004511896320287795,0.004511896320287796,0.004493207755306572,0.004493207755306573
4,9.0,400.0,0.15,0.003919757492758699,0.003919757492758699,0.0039035227107007474,0.0039035227107007474
4,9.5,400.0,0.15,0.0012904452323101413,0.0012904452323101415,0.0012850964275252536,0.0012850964275252538
4,10.0,400.0,0.15,1.2842972222458414e-06,1.2842972222458416e-06,1.2748429972567953e-06,1.2748429972567955e-06
