n,step_a_frequency_GHz,step_b_frequency_GHz,step_a_family,step_b_family,step_a_duration_ns,step_b_duration_ns,step_a_amplitude_MHz,step_b_amplitude_MHz,step_a_transfer,step_b_transfer,single_cycle_success,step_a_optimal_detuning_MHz,step_b_optimal_detuning_MHz,dominant_leakage_channel,expected_experimental_difficulty
1,6.804115034,3.448825278,bump,cosine_squared,20.0,20.0,12.0,12.0,0.9960514784700454,0.9960505139143034,0.9735086349751869,0.0,0.0,|g,1,0>,moderate
2,6.798434192,3.443144436,square,cosine_squared,30.0,20.0,6.0,12.0,0.9994212108988312,0.9960497875817863,0.9728751612425356,0.0,0.0,|g,1,1>,moderate
3,6.79275335,3.437463594,bump,cosine_squared,10.0,20.0,14.0,12.0,0.9977669860911296,0.9960490749481692,0.9674677909545425,0.0,0.0,|g,1,2>,high
4,6.787072508,3.431782752,bump,cosine_squared,10.0,20.0,12.0,12.0,0.9960482026801678,0.9960482447974774,0.9620198123172237,0.0,0.0,|g,1,3>,high
