rank,construction,ansatz,envelope,duration_ns,n_active,f_unitary,f_decoherence,f_practical,mean_abs_eps_z,mean_abs_eps_perp,parameter_count,study,case_id
234,rich envelope,complex envelope,rich envelope,1760.5633802816897,3,0.7307703074861044,0.9103767869122359,0.6652763245000664,,,15,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na3_chiT5p0_targetC
235,single pulse,single_pulse,gaussian,1760.5633802816897,3,0.7274734763452533,0.9103767869122359,0.6622749659590661,,,9,multitone_sqr_arbitrary_fock_conditional_rotations,chi_plus_chiprime_na3_chiT5p0_familyC
236,direct,baseline multitone,gaussian,1760.5633802816897,3,0.727471723703593,0.9103767869122359,0.6622733703947828,,,9,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na3_chiT5p0_targetC
237,two-segment direct,symmetric two segment,gaussian,1760.5633802816897,3,0.7261185639206236,0.9103767869122359,0.6610414851393842,,,18,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na3_chiT5p0_targetC
238,direct,native direct strict,gaussian,352.112676056338,4,0.671402917528762,0.9813958904975115,0.6589120641307666,0.06318347092262953,1.1210236841822523,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na4_chiT1p0
239,direct seed,gaussian seed,gaussian,352.112676056338,3,0.6699783336588173,0.9813958904975115,0.6575139833751339,0.27264423705785235,1.1666262463054369,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT1p0
240,direct,reduced unitary direct,gaussian,352.112676056338,4,0.6691550295031894,0.9813958904975115,0.6567059960601711,0.09138550239822318,1.109454331560432,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na4_chiT1p0
241,direct seed,gaussian seed,gaussian,352.112676056338,3,0.6671336228276925,0.9813958904975115,0.6547221958558143,0.29150153342710955,1.1605856057338237,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT1p0
242,two-segment direct,symmetric two segment,rich envelope,1056.3380281690138,3,0.6855211123005784,0.9452195710415633,0.6479679717086881,0.13803325088746918,1.056328731820434,18,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT3p0
243,two-segment direct,symmetric two segment,rich envelope,1760.5633802816897,3,0.7069084539519831,0.9103767869122359,0.6435530469499027,0.21720370832037864,1.001017336968313,18,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT5p0
244,direct,native direct strict,gaussian,352.112676056338,4,0.6549290231681085,0.9813958904975115,0.6427446519047312,0.08259211455842366,1.1591839406865625,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT1p0
245,direct,reduced unitary direct,gaussian,352.112676056338,4,0.6515660731610199,0.9813958904975115,0.6394442665878258,0.11501064518691395,1.1447015260544078,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT1p0
246,asymmetric echo,echoed asymmetric,rich envelope,1056.3380281690138,3,0.6768940477709883,0.9411952255805155,0.6370894459859235,2.4556011465821896,4.410396339209458,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT3p0
247,independent echo,echoed independent,rich envelope,1056.3380281690138,3,0.6765827275569367,0.9411952255805155,0.6367964328868315,1.9670625582043257,4.740515450888368,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT3p0
248,direct,direct multitone,gaussian,1056.3380281690138,2,0.6555229366176941,0.9452195710415633,0.6196131089576827,0.026900007847027535,1.2254686507229673,6,ideal_sqr_direct_vs_echoed_multitone,chi_only_smooth_x_na2_chiT3p0
249,direct,direct multitone,gaussian,1056.3380281690138,2,0.6555214035299374,0.9452195710415633,0.6196116598531309,0.026896748212780448,1.2254724345485268,6,ideal_sqr_direct_vs_echoed_multitone,chi_plus_chiprime_smooth_x_na2_chiT3p0
250,two-segment direct,symmetric two segment,rich envelope,1056.3380281690138,2,0.6524299280300826,0.9452195710415633,0.6166895367072727,0.02860630402818723,1.1308144858851858,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT3p0
251,independent echo,echoed independent,rich envelope,1760.5633802816897,3,0.6783988679459282,0.906500787300615,0.6149691078968299,3.6348033504890265,3.286379349839626,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT5p0
252,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,3,0.6783252037651155,0.906500787300615,0.6149023312589273,3.5518647617295667,3.4329682468025715,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT5p0
253,independent echo,echoed independent,rich envelope,1760.5633802816897,3,0.6780060282475646,0.906500787300615,0.6146129984009804,2.5346538256024154,3.9506040976528483,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT5p0
254,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,3,0.67746208523976,0.906500787300615,0.6141199136361588,2.0463633391162044,4.382214925395041,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT5p0
255,direct,reduced unitary direct,gaussian,264.08450704225345,2,0.6219830452544891,0.986014215597002,0.6132841244812397,0.6557311437681247,0.6553943166477334,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT0p75
256,direct,reduced unitary direct,gaussian,264.08450704225345,2,0.6219830447384324,0.986014215597002,0.6132841239724004,0.6557312341684822,0.6553942220437483,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT0p75
257,single pulse,single_pulse,gaussian,352.112676056338,4,0.6242722049928854,0.9813958904975115,0.6126581765318379,,,12,multitone_sqr_arbitrary_fock_conditional_rotations,chi_only_na4_chiT1p0_familyC
258,single pulse,single_pulse,gaussian,352.112676056338,4,0.624205747449304,0.9813958904975115,0.6125929553716745,,,12,multitone_sqr_arbitrary_fock_conditional_rotations,chi_plus_chiprime_na4_chiT1p0_familyC
259,direct,native direct strict,gaussian,264.08450704225345,2,0.6204119624247835,0.986014215597002,0.6117350144772695,0.716829241193733,0.5962344049390716,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT0p75
260,direct,native direct strict,gaussian,264.08450704225345,2,0.6204119146797268,0.986014215597002,0.6117349673999649,0.7168273519620609,0.5962378837200913,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT0p75
261,two-segment direct,symmetric two segment,rich envelope,1760.5633802816897,2,0.6639694423574152,0.9103767869122359,0.6044623675412526,0.16137280893202957,1.122698081726376,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT5p0
262,direct,direct multitone,gaussian,1760.5633802816897,2,0.6556737055128143,0.9103767869122359,0.5969101212875955,0.026064336327376158,1.2252402776850664,6,ideal_sqr_direct_vs_echoed_multitone,chi_only_smooth_x_na2_chiT5p0
263,direct,direct multitone,gaussian,1760.5633802816897,2,0.6556733607895904,0.9103767869122359,0.5969098074595744,0.025974696764551577,1.225242515227257,6,ideal_sqr_direct_vs_echoed_multitone,chi_plus_chiprime_smooth_x_na2_chiT5p0
264,direct seed,gaussian seed,gaussian,352.112676056338,4,0.601866157179543,0.9813958904975115,0.5906689732855328,0.0650753539490281,1.2612326817053028,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT1p0_seed4102
265,single pulse,single_pulse,gaussian,1056.3380281690138,4,0.6233276438563875,0.9452195710415633,0.589181488144283,,,12,multitone_sqr_arbitrary_fock_conditional_rotations,chi_only_na4_chiT3p0_familyC
266,direct,baseline multitone,gaussian,1056.3380281690138,4,0.6233270319402432,0.9452195710415633,0.5891809097491675,,,12,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT3p0_targetC
267,direct seed,gaussian seed,gaussian,352.112676056338,4,0.6001707028637362,0.9813958904975115,0.5890050613874738,0.12892620289835893,1.2245797106979819,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT1p0_seed4101
268,direct seed,gaussian seed,gaussian,352.112676056338,4,0.5981322688899189,0.9813958904975115,0.587004550662519,0.08873620603852103,1.2749740950628217,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT1p0_seed4102
269,rich envelope,complex envelope,rich envelope,1056.3380281690138,4,0.619734337944125,0.9452195710415633,0.5857850250712731,,,18,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT3p0_targetC
270,basis-expanded,basis expanded,gaussian,1056.3380281690138,4,0.6196960524107064,0.9452195710415633,0.585748836835798,,,18,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT3p0_targetC
271,direct seed,gaussian seed,gaussian,352.112676056338,4,0.5963627266852807,0.9813958904975115,0.5852679292148251,0.1240006722170468,1.2569653833466055,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT1p0_seed4101
272,two-segment direct,symmetric two segment,gaussian,1056.3380281690138,4,0.6176644877581045,0.9452195710415633,0.5838285621663224,,,24,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT3p0_targetC
273,asymmetric echo,echoed asymmetric,rich envelope,1056.3380281690138,3,0.6190312608246513,0.9411952255805155,0.5826292671732486,2.0093595470653804,2.3278101326870435,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT3p0
274,independent echo,echoed independent,rich envelope,1056.3380281690138,3,0.6190159148953857,0.9411952255805155,0.5826148236578916,1.5366254730914755,2.688163704541124,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT3p0
275,basis-expanded,basis expanded,gaussian,1760.5633802816897,4,0.6337779390323431,0.9103767869122359,0.5769767237521235,,,18,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT5p0_targetC
276,rich envelope,complex envelope,rich envelope,1760.5633802816897,4,0.6331680851675306,0.9103767869122359,0.5764215269501894,,,18,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT5p0_targetC
277,rich envelope,complex envelope,rich envelope,1056.3380281690138,4,0.6008757520840515,0.9452195710415633,0.5679595206341639,,,18,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT3p0_targetC
278,basis-expanded,basis expanded,gaussian,1056.3380281690138,4,0.6008696351873518,0.9452195710415633,0.5679537388236893,,,18,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT3p0_targetC
279,single pulse,single_pulse,gaussian,1056.3380281690138,4,0.6006710478786298,0.9452195710415633,0.5677660302129248,,,12,multitone_sqr_arbitrary_fock_conditional_rotations,chi_plus_chiprime_na4_chiT3p0_familyC
280,direct,baseline multitone,gaussian,1056.3380281690138,4,0.6006705983715462,0.9452195710415633,0.5677656053300321,,,12,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT3p0_targetC
281,two-segment direct,symmetric two segment,gaussian,1056.3380281690138,4,0.6002914962919923,0.9452195710415633,0.5674072706250152,,,24,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT3p0_targetC
282,single pulse,single_pulse,gaussian,1760.5633802816897,4,0.6227115774667107,0.9103767869122359,0.5669021650671939,,,12,multitone_sqr_arbitrary_fock_conditional_rotations,chi_only_na4_chiT5p0_familyC
283,direct,baseline multitone,gaussian,1760.5633802816897,4,0.6227102930475005,0.9103767869122359,0.5669009957617603,,,12,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT5p0_targetC
284,two-segment direct,symmetric two segment,gaussian,1760.5633802816897,4,0.6197214182976376,0.9103767869122359,0.5641799935704971,,,24,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT5p0_targetC
285,echoed,echoed multitone,gaussian,1056.3380281690138,2,0.5941385100733962,0.9452195710415633,0.5615913476308492,,,15,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na2_chiT3p0_targetD_seed92342
286,independent echo,echoed independent,rich envelope,1056.3380281690138,3,0.5964222652234511,0.9411952255805155,0.5613497884582281,1.9935376362071118,3.9648669959334604,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT3p0
287,echoed,echoed multitone,gaussian,1760.5633802816897,2,0.6164710273864956,0.9103767869122359,0.5612209131366028,,,15,parameterized_waveform_residual_z_cancellation,chi_only_na2_chiT5p0_targetD_seed92261
288,asymmetric echo,echoed asymmetric,rich envelope,1056.3380281690138,3,0.5840847166252747,0.9411952255805155,0.5497377466222569,0.6099445769182346,4.712848879973547,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT3p0
289,direct seed,gaussian seed,gaussian,352.112676056338,4,0.5478177524777188,0.9813958904975115,0.5376260910232162,0.15390321772108048,1.3584940280867401,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na4_chiT1p0
290,direct seed,gaussian seed,gaussian,352.112676056338,4,0.5475545335851563,0.9813958904975115,0.537367769083754,0.09973244646606326,1.3741930904065045,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT1p0
291,symmetric echo,echoed_fixed_total,gaussian,352.112676056338,3,0.5402650353267144,0.9813958904975115,0.5302138854491304,,,20,multitone_sqr_arbitrary_fock_conditional_rotations,chi_only_na3_chiT1p0_familyD_seed317160
292,independent echo,echoed independent,rich envelope,1760.5633802816897,3,0.5834084560635175,0.906500787300615,0.528860224739415,1.3332739804511589,2.5935405585663625,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT5p0
293,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,3,0.5833989143983017,0.906500787300615,0.5288515752123846,2.03217044022205,2.337476440347539,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT5p0
294,independent echo,echoed independent,rich envelope,1760.5633802816897,3,0.582802627193007,0.906500787300615,0.5283110403913277,1.655603930266775,2.7527705644426423,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT5p0
295,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,3,0.5818877495757648,0.906500787300615,0.5274817031110139,1.2790132773081886,2.9523211683031114,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT5p0
296,asymmetric echo,echoed asymmetric,rich envelope,1056.3380281690138,3,0.5550491322336828,0.9411952255805155,0.5224095932209505,1.1443030285224398,2.849825064185204,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT3p0
297,asymmetric echo,echoed asymmetric,rich envelope,352.112676056338,2,0.5336189309226964,0.9772175215572,0.52146176913228,3.0947264188782677,3.8498887796414127,15,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT1p0
298,asymmetric echo,echoed asymmetric,rich envelope,352.112676056338,2,0.5309775068225575,0.9772175215572,0.5188805232197609,3.4573665917905725,3.525915876136912,15,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT1p0
299,independent echo,echoed independent,rich envelope,1056.3380281690138,3,0.5496246614202098,0.9411952255805155,0.5173041071900089,1.5350010029464947,2.5564417015889664,21,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT3p0
300,symmetric echo,echoed_fixed_total,gaussian,1056.3380281690138,3,0.5401853039148327,0.9452195710415633,0.5105937212493347,,,20,multitone_sqr_arbitrary_fock_conditional_rotations,chi_only_na3_chiT3p0_familyD_seed317160
301,basis-expanded,basis expanded,gaussian,1760.5633802816897,4,0.5589003635966573,0.9103767869122359,0.5088099172152052,,,18,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT5p0_targetC
302,rich envelope,complex envelope,rich envelope,1760.5633802816897,4,0.5586295917880404,0.9103767869122359,0.5085634128460902,,,18,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT5p0_targetC
303,single pulse,single_pulse,gaussian,1760.5633802816897,4,0.551796674062293,0.9103767869122359,0.5023428831616886,,,12,multitone_sqr_arbitrary_fock_conditional_rotations,chi_plus_chiprime_na4_chiT5p0_familyC
304,direct,baseline multitone,gaussian,1760.5633802816897,4,0.5517956253194314,0.9103767869122359,0.5023419284105319,,,12,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT5p0_targetC
305,two-segment direct,symmetric two segment,gaussian,1760.5633802816897,4,0.5515167011085839,0.9103767869122359,0.5020880022836686,,,24,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT5p0_targetC
306,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,4,0.5474814556004277,0.906500787300615,0.49629237053427444,3.8338577883406355,2.6444549581198578,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT5p0_seed4102
307,independent echo,echoed independent,rich envelope,1760.5633802816897,4,0.5474762968670301,0.906500787300615,0.496287694138388,1.3843160279163529,4.503005656358465,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na4_chiT5p0
308,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,4,0.5473819649814504,0.906500787300615,0.49620218220984247,2.9578097240000125,3.3472453581517447,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT5p0_seed4101
309,independent echo,echoed independent,rich envelope,1760.5633802816897,4,0.5472295851009779,0.906500787300615,0.4960640497282253,3.8114846175338837,2.714860254802141,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT5p0_seed4102
310,independent echo,echoed independent,rich envelope,1760.5633802816897,4,0.5470408222911729,0.906500787300615,0.49589293609252405,4.093794387151842,2.2666652457719394,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT5p0_seed4101
311,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,4,0.5461088570998428,0.906500787300615,0.49504810891284656,3.264374229130913,3.3018884071951318,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na4_chiT5p0
312,independent echo,echoed independent,rich envelope,1760.5633802816897,4,0.5456448344615766,0.906500787300615,0.494627472025933,1.3423733984034065,4.4206806654601305,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na4_chiT5p0
313,symmetric echo,echoed_fixed_total,gaussian,1760.5633802816897,3,0.5404875823790855,0.9103767869122359,0.4920473486122342,,,20,multitone_sqr_arbitrary_fock_conditional_rotations,chi_only_na3_chiT5p0_familyD_seed317160
314,direct,direct multitone,gaussian,1056.3380281690138,3,0.5142615745346442,0.9452195710415633,0.48609010488479526,0.05150341351763877,1.3618679182437372,9,ideal_sqr_direct_vs_echoed_multitone,chi_only_staggered_x_na3_chiT3p0
315,independent echo,echoed independent,rich envelope,352.112676056338,2,0.4907999766144486,0.9772175215572,0.47961833672750315,3.4063626535036167,3.444609833206634,15,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT1p0
316,independent echo,echoed independent,rich envelope,352.112676056338,2,0.4905868383255707,0.9772175215572,0.479410054257097,3.435833853421026,3.414430085937333,15,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT1p0
317,asymmetric echo,echoed asymmetric,rich envelope,1056.3380281690138,4,0.5062780036110868,0.9411952255805155,0.47650643981518986,1.4070811378201133,4.299387759304775,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na4_chiT3p0
318,independent echo,echoed independent,rich envelope,1056.3380281690138,4,0.5060576242230849,0.9411952255805155,0.4762990197873861,3.1126275719736656,2.848413949131242,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na4_chiT3p0
319,direct,direct multitone,gaussian,1056.3380281690138,3,0.5024549233505538,0.9452195710415633,0.47493022711713195,0.045837459689529014,1.5086313561514426,9,ideal_sqr_direct_vs_echoed_multitone,chi_only_smooth_x_na3_chiT3p0
320,direct,direct multitone,gaussian,1056.3380281690138,3,0.5017797299682085,0.9452195710415633,0.47429202111790153,0.13782107891286313,1.3635814117233105,9,ideal_sqr_direct_vs_echoed_multitone,chi_plus_chiprime_staggered_x_na3_chiT3p0
321,direct seed,gaussian seed,gaussian,352.112676056338,4,0.4799503648660888,0.9813958904975115,0.4710213157223608,0.34448865961088726,1.352407934477777,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na4_chiT1p0
322,direct,direct multitone,gaussian,1760.5633802816897,3,0.5145733123603475,0.9103767869122359,0.4684555987373995,0.04908537165876716,1.3614808262094111,9,ideal_sqr_direct_vs_echoed_multitone,chi_only_staggered_x_na3_chiT5p0
323,direct,direct multitone,gaussian,1056.3380281690138,3,0.4949180359503573,0.9452195710415633,0.46780621364172975,0.10235578666904854,1.511510449060091,9,ideal_sqr_direct_vs_echoed_multitone,chi_plus_chiprime_smooth_x_na3_chiT3p0
324,direct seed,gaussian seed,gaussian,352.112676056338,4,0.4760607812711618,0.9813958904975115,0.4672040943665529,0.32735273127704767,1.3515722382968318,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT1p0
325,direct,reduced unitary direct,gaussian,528.1690140845069,3,0.4725981465981868,0.972224033359371,0.4594712762438525,1.3641467165624663,1.8512581962830315,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT1p5
326,direct,direct multitone,gaussian,1760.5633802816897,3,0.502748260900422,0.9103767869122359,0.45769034638424066,0.04422917052401649,1.5081952904505396,9,ideal_sqr_direct_vs_echoed_multitone,chi_only_smooth_x_na3_chiT5p0
327,direct,reduced unitary direct,gaussian,528.1690140845069,3,0.4690209262432263,0.972224033359371,0.4559934166421375,1.3695857417573076,1.8253436984890623,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT1p5
328,asymmetric echo,echoed asymmetric,rich envelope,1056.3380281690138,4,0.4805374525759882,0.9411952255805155,0.4522795560771435,1.9573536282804826,5.487140143144501,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT3p0_seed4102
329,direct,reduced unitary direct,gaussian,880.2816901408448,3,0.4740006194742056,0.9541366709818022,0.4522613731084305,0.7005233018216585,1.557750239416281,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT2p5
330,direct,native direct strict,gaussian,528.1690140845069,3,0.4603934238466748,0.972224033359371,0.4476055514643446,1.287882078983615,0.8738082296598736,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT1p5
331,direct,native direct strict,gaussian,528.1690140845069,3,0.4579311180711137,0.972224033359371,0.4452116386118645,1.2813443875498167,0.8327936359325038,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT1p5
332,direct,direct multitone,gaussian,1760.5633802816897,3,0.487453297628663,0.9103767869122359,0.44376616686495607,0.19265012075611496,1.365399228629123,9,ideal_sqr_direct_vs_echoed_multitone,chi_plus_chiprime_staggered_x_na3_chiT5p0
333,direct,reduced unitary direct,gaussian,880.2816901408448,3,0.4646240406130151,0.9541366709818022,0.4433148353686159,0.6666911336555797,1.52522921923593,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT2p5
334,direct,direct multitone,gaussian,1760.5633802816897,3,0.4862274607384318,0.9103767869122359,0.4426501934155489,0.13773818843472324,1.514600069033759,9,ideal_sqr_direct_vs_echoed_multitone,chi_plus_chiprime_smooth_x_na3_chiT5p0
335,independent echo,echoed independent,rich envelope,1056.3380281690138,4,0.4662639804570419,0.9411952255805155,0.43884543226633466,2.539255828427527,3.6983104163456435,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT3p0
336,asymmetric echo,echoed asymmetric,rich envelope,1056.3380281690138,4,0.4660586538139298,0.9411952255805155,0.43865217981015303,1.8202124796225418,4.152589507757625,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT3p0
337,direct,native direct strict,gaussian,880.2816901408448,3,0.4475291608633669,0.9541366709818022,0.42700398371345233,1.1435722825937202,0.620286525127943,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT2p5
338,independent echo,echoed independent,rich envelope,1760.5633802816897,4,0.4687734536519249,0.906500787300615,0.42494350480109827,2.3039403531352867,3.9534582378027863,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT5p0
339,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,4,0.4683943484100308,0.906500787300615,0.4245998456008515,3.3343195268865555,3.0423721888376623,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT5p0
340,independent echo,echoed independent,rich envelope,1760.5633802816897,4,0.4679037157583592,0.906500787300615,0.4241550867158358,3.0039846718906227,3.366028955794002,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT5p0
341,direct,native direct strict,gaussian,880.2816901408448,3,0.4442199001213524,0.9541366709818022,0.4238464966856558,1.1257811656093681,0.4615986129355368,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT2p5
342,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,4,0.4662832100949585,0.906500787300615,0.42268609705613797,2.955376427432021,3.4988941464794756,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT5p0
343,echoed,echoed multitone,gaussian,1056.3380281690138,3,0.4205257006451079,0.9452195710415633,0.39748912237572176,,,21,parameterized_waveform_residual_z_cancellation,chi_only_na3_chiT3p0_targetD_seed93242
344,echoed,echoed multitone,gaussian,1760.5633802816897,4,0.4343938099350207,0.9103767869122359,0.39546204094320864,,,27,parameterized_waveform_residual_z_cancellation,chi_plus_chiprime_na4_chiT5p0_targetD_seed94360
345,echoed,echoed multitone,gaussian,1760.5633802816897,3,0.4340069018145928,0.9103767869122359,0.3951098087717032,,,21,parameterized_waveform_residual_z_cancellation,chi_only_na3_chiT5p0_targetD_seed93260
346,asymmetric echo,echoed asymmetric,rich envelope,352.112676056338,2,0.3896650864060383,0.9772175215572,0.3807875499750809,2.7778005173212823,3.6750674216092545,15,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT1p0
347,echoed,echoed multitone,gaussian,1760.5633802816897,4,0.4181606084641198,0.9103767869122359,0.38068371114683086,,,27,parameterized_waveform_residual_z_cancellation,chi_only_na4_chiT5p0_targetD_seed94260
348,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,4,0.4188150413438871,0.906500787300615,0.37965616471157326,3.337488010114279,4.741995160477122,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4102
349,asymmetric echo,echoed asymmetric,rich envelope,1760.5633802816897,4,0.4187627559820788,0.906500787300615,0.37960876798992976,3.634424896702972,4.632778327761139,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4101
350,independent echo,echoed independent,rich envelope,1760.5633802816897,4,0.4172182700098114,0.906500787300615,0.37820869024009457,4.450227685181773,3.8628851335998533,27,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4102
