rank,construction,ansatz,envelope,duration_ns,n_active,f_unitary,f_decoherence,f_practical,mean_abs_eps_z,mean_abs_eps_perp,parameter_count,study,case_id
1,two-segment direct,symmetric two segment,rich envelope,352.112676056338,2,0.9883254553436998,0.9813958904975115,0.9699385403483888,0.15949907772409416,0.1406560502120408,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT1p0
2,direct,reduced unitary direct,gaussian,352.112676056338,2,0.9791211578707528,0.9813958904975115,0.960905480633522,0.17276012842853553,0.20108732663522644,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT1p0
3,direct,reduced unitary direct,gaussian,352.112676056338,2,0.9791210955554152,0.9813958904975115,0.9609054194775057,0.17275151397541624,0.2011078983773121,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT1p0
4,direct,native direct strict,gaussian,352.112676056338,2,0.9790304973566366,0.9813958904975115,0.9608165067775379,0.18550816201609255,0.18916648337243944,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT1p0
5,direct,native direct strict,gaussian,352.112676056338,2,0.9790298670812734,0.9813958904975115,0.9608158882278867,0.1855669075133652,0.1890939763513408,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT1p0
6,two-segment direct,symmetric two segment,rich envelope,352.112676056338,2,0.9740909711153792,0.9813958904975115,0.9559688760233633,0.11296864293939202,0.29746099680359056,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT1p0
7,direct,reduced unitary direct,gaussian,704.225352112676,2,0.986582983399486,0.9631378938854035,0.950215456774559,0.17886649260440352,0.1390198459316048,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT2p0
8,direct,reduced unitary direct,gaussian,704.225352112676,2,0.9865829833981764,0.9631378938854035,0.9502154567732977,0.17886656675680573,0.13901973095333706,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT2p0
9,direct,native direct strict,gaussian,704.225352112676,2,0.9865290481280504,0.9631378938854035,0.9501635096708223,0.18805967150226655,0.1274821330425486,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT2p0
10,direct,native direct strict,gaussian,704.225352112676,2,0.986529035680657,0.9631378938854035,0.950163497682266,0.18806062754958572,0.12748086245394785,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT2p0
11,direct,reduced unitary direct,gaussian,1056.3380281690138,2,0.9985761228962352,0.9452195710415633,0.9438736945363269,0.05514502966982224,0.037441477837324606,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT3p0
12,direct,reduced unitary direct,gaussian,1056.3380281690138,2,0.9985761228962334,0.9452195710415633,0.9438736945363252,0.05514502967507813,0.03744147782750117,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT3p0
13,direct,native direct strict,gaussian,1056.3380281690138,2,0.998572022492582,0.9452195710415633,0.9438698187545447,0.05743655274448685,0.034159570926098386,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT3p0
14,direct,native direct strict,gaussian,1056.3380281690138,2,0.9985720221479332,0.9452195710415633,0.9438698184287758,0.05743660382809525,0.034159440582134305,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT3p0
15,direct seed,gaussian seed,gaussian,1056.3380281690138,2,0.9983026188778366,0.9452195710415633,0.9436151731853779,0.03979856046255942,0.05485996386937317,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT3p0
16,direct seed,gaussian seed,gaussian,1056.3380281690138,2,0.9983026188778366,0.9452195710415633,0.9436151731853779,0.03979856046255942,0.05485996386937317,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT3p0
17,direct,reduced unitary direct,gaussian,1056.3380281690138,3,0.9959817609584594,0.9452195710415633,0.9414214528583758,0.08011982226767127,0.0705564122376206,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT3p0
18,direct,native direct strict,gaussian,1056.3380281690138,3,0.9959700594470168,0.9452195710415633,0.9414103923607495,0.084401549792835,0.06580355758325858,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT3p0
19,direct seed,gaussian seed,gaussian,1056.3380281690138,3,0.9946981807994985,0.9452195710415633,0.9402081877711252,0.08860928413741843,0.0833168285380221,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT3p0
20,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.9944234056323442,0.9452195710415633,0.9399484649054949,0.07338072578988167,0.09093923920776947,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT3p0_seed4101
21,direct,native direct strict,gaussian,1056.3380281690138,4,0.9944074009005988,0.9452195710415633,0.9399333369198198,0.07866643461442822,0.08621512924193654,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT3p0_seed4101
22,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.9943433189861096,0.9452195710415633,0.9398727654400949,0.07386501115131269,0.09201777768467982,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT3p0_seed4102
23,direct,native direct strict,gaussian,1056.3380281690138,4,0.9943251311841051,0.9452195710415633,0.939855573973686,0.07937811942770044,0.08701735828449574,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT3p0_seed4102
24,direct seed,gaussian seed,gaussian,1056.3380281690138,4,0.991943083213797,0.9452195710415633,0.9376040156129909,0.0765732716185561,0.12790626339179909,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT3p0_seed4101
25,direct seed,gaussian seed,gaussian,1056.3380281690138,4,0.9917343255628136,0.9452195710415633,0.9374066937956768,0.0656632958135975,0.12973657574923142,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT3p0_seed4102
26,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.991644044939316,0.9452195710415633,0.937321358783461,0.10279787351534639,0.10808701932424587,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT3p0
27,direct,native direct strict,gaussian,1056.3380281690138,4,0.9916184653450686,0.9452195710415633,0.937297180450359,0.10896374911617594,0.10156563436158957,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT3p0
28,direct,reduced unitary direct,gaussian,1056.3380281690138,2,0.9915349875111428,0.9452195710415633,0.9372182755679842,0.11823822407124666,0.07000015639445566,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT3p0
29,direct,reduced unitary direct,gaussian,1056.3380281690138,2,0.9915349875111354,0.9452195710415633,0.9372182755679772,0.11823822403745768,0.07000015642944295,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT3p0
30,direct,native direct strict,gaussian,1056.3380281690138,2,0.9915159583219042,0.9452195710415633,0.9372002888058948,0.12081343771725381,0.062351657140447006,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT3p0
31,direct,native direct strict,gaussian,1056.3380281690138,2,0.9915159581545114,0.9452195710415633,0.9372002886476719,0.12081345392248427,0.06235160542457831,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT3p0
32,direct seed,gaussian seed,gaussian,1056.3380281690138,2,0.9907227212052546,0.9452195710415633,0.9364505055587611,0.15321620547518652,0.0533528092613548,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT3p0
33,direct seed,gaussian seed,gaussian,1056.3380281690138,2,0.9907227212052546,0.9452195710415633,0.9364505055587611,0.15321620547518652,0.0533528092613548,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT3p0
34,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.98903513900012,0.9452195710415633,0.9348553698307264,0.1094745744185261,0.0943369565918026,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT3p0
35,direct,native direct strict,gaussian,1056.3380281690138,4,0.9890134502633988,0.9452195710415633,0.9348348692123063,0.11351913939140557,0.0888792650667722,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT3p0
36,direct seed,gaussian seed,gaussian,1056.3380281690138,4,0.9882823665236904,0.9452195710415633,0.9341438345534636,0.16763362339746435,0.10491494388938193,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT3p0
37,direct,reduced unitary direct,gaussian,704.225352112676,3,0.9680216749843582,0.9631378938854035,0.9323383572798554,0.2201828194197694,0.26101024047052057,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT2p0
38,direct,native direct strict,gaussian,704.225352112676,3,0.9678961503301275,0.9631378938854035,0.9322174597287489,0.23730812191622905,0.246821752982175,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT2p0
39,direct seed,gaussian seed,gaussian,1056.3380281690138,4,0.9858148181395464,0.9452195710415633,0.9318114595282788,0.16113195399387836,0.11142725341446641,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT3p0
40,direct,reduced unitary direct,gaussian,1056.3380281690138,3,0.9845653430082428,0.9452195710415633,0.9306304311806409,0.105286381890858,0.1141688715835656,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT3p0
41,direct,native direct strict,gaussian,1056.3380281690138,3,0.984539165133222,0.9452195710415633,0.9306056873408429,0.11210248483902326,0.10776865815012482,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT3p0
42,direct,reduced unitary direct,gaussian,1056.3380281690138,3,0.9831703137992124,0.9452195710415633,0.9293118222700907,0.18331288938549814,0.11787685929501662,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT3p0
43,direct,native direct strict,gaussian,1056.3380281690138,3,0.9831218671076276,0.9452195710415633,0.9292660295090526,0.18870356570135885,0.10617964967875938,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT3p0
44,direct seed,gaussian seed,gaussian,1056.3380281690138,3,0.9813456079842838,0.9452195710415633,0.9275870746224268,0.2055362792236347,0.1138758334380241,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT3p0
45,direct,reduced unitary direct,gaussian,1408.450704225352,2,0.9981870102713544,0.9276346026380108,0.9259528106314918,0.0639035796985448,0.04522545674629171,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT4p0
46,direct,reduced unitary direct,gaussian,1408.450704225352,2,0.9981869700081868,0.9276346026380108,0.9259527732819843,0.06387874006731308,0.0452790834910977,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT4p0
47,direct,native direct strict,gaussian,1408.450704225352,2,0.998181040236276,0.9276346026380108,0.9259472726203741,0.06672360335499113,0.04140285400596947,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT4p0
48,direct,native direct strict,gaussian,1408.450704225352,2,0.9981810389603004,0.9276346026380108,0.925947271436735,0.0667239442892886,0.041402578303053564,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT4p0
49,direct,reduced unitary direct,gaussian,1408.450704225352,3,0.9949714928205966,0.9276346026380108,0.9229699853787825,0.08678900460783628,0.08633686787667909,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT4p0
50,direct,native direct strict,gaussian,1408.450704225352,3,0.9949558928853018,0.9276346026380108,0.9229555143390042,0.09202453964130324,0.08108187015005187,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT4p0
51,direct,reduced unitary direct,gaussian,704.225352112676,3,0.9580552162371574,0.9631378938854035,0.9227392831925806,0.2335294817616196,0.2867059923417078,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT2p0
52,direct,native direct strict,gaussian,704.225352112676,3,0.9579046375468838,0.9631378938854035,0.9225942551499665,0.25201285401565826,0.27186717341304656,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT2p0
53,direct seed,gaussian seed,gaussian,1056.3380281690138,3,0.973662670810775,0.9452195710415633,0.9203250120429436,0.13440809212276916,0.16767788765220817,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT3p0
54,direct,reduced unitary direct,gaussian,1760.5633802816897,2,0.9987632573882036,0.9103767869122359,0.9092508851470712,0.05088661350147934,0.03648237924160784,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT5p0
55,direct,reduced unitary direct,gaussian,1760.5633802816897,2,0.9987632573881996,0.9103767869122359,0.9092508851470676,0.05088661349155976,0.03648237926558156,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT5p0
56,direct,native direct strict,gaussian,1760.5633802816897,2,0.9987594082089354,0.9103767869122359,0.9092473809436168,0.0531781622342548,0.03339244495617988,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT5p0
57,direct,native direct strict,gaussian,1760.5633802816897,2,0.9987594080690566,0.9103767869122359,0.9092473808162744,0.053178195051258974,0.03339228978596092,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT5p0
58,direct seed,gaussian seed,gaussian,1760.5633802816897,2,0.9985425567443774,0.9103767869122359,0.9090499644040753,0.0366031260895263,0.05172911389261084,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT5p0
59,direct seed,gaussian seed,gaussian,1760.5633802816897,2,0.9985425567443774,0.9103767869122359,0.9090499644040753,0.0366031260895263,0.05172911389261084,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT5p0
60,direct,reduced unitary direct,gaussian,1760.5633802816897,3,0.9968302507963968,0.9103767869122359,0.9074911208169419,0.06514750960559783,0.06417033918111181,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT5p0
61,direct,native direct strict,gaussian,1760.5633802816897,3,0.9968213560587652,0.9103767869122359,0.9074830232542765,0.06899520279427261,0.06028872461505814,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT5p0
62,direct,reduced unitary direct,gaussian,1760.5633802816897,2,0.996124069710574,0.9103767869122359,0.9068482299490525,0.08299520434419834,0.04556639651751748,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT5p0
63,direct,reduced unitary direct,gaussian,1760.5633802816897,2,0.9961240697105116,0.9103767869122359,0.9068482299489956,0.0829952043399217,0.045566396530002676,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT5p0
64,direct,native direct strict,gaussian,1760.5633802816897,2,0.996116955898385,0.9103767869122359,0.9068417536995691,0.08487110848859224,0.0414133305639869,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT5p0
65,direct,native direct strict,gaussian,1760.5633802816897,2,0.996116955218112,0.9103767869122359,0.9068417530802644,0.08487133679985517,0.04141307407318155,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT5p0
66,direct seed,gaussian seed,gaussian,1760.5633802816897,3,0.995737991188617,0.9103767869122359,0.9064967530247374,0.0632203861204491,0.07310976406754238,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT5p0
67,direct seed,gaussian seed,gaussian,1760.5633802816897,2,0.9956438478016676,0.9103767869122359,0.9064110470706174,0.10334165117871866,0.0510475127348802,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT5p0
68,direct seed,gaussian seed,gaussian,1760.5633802816897,2,0.9956438478016676,0.9103767869122359,0.9064110470706174,0.10334165117871866,0.0510475127348802,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT5p0
69,direct,reduced unitary direct,gaussian,1760.5633802816897,4,0.9948380929385372,0.9103767869122359,0.9056775065472819,0.07369511044219294,0.08679239579123418,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4101
70,direct,native direct strict,gaussian,1760.5633802816897,4,0.9948247195625084,0.9103767869122359,0.9056653317361826,0.0793836776597486,0.08197314873686541,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4101
71,direct,reduced unitary direct,gaussian,1760.5633802816897,4,0.994794017586238,0.9103767869122359,0.9056373813696736,0.06895640493835974,0.08641682063855874,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4102
72,direct,native direct strict,gaussian,1760.5633802816897,4,0.994777739617152,0.9103767869122359,0.9056225622844797,0.07408217263819583,0.081652241839829,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4102
73,direct,reduced unitary direct,gaussian,1408.450704225352,3,0.9759231598531344,0.9276346026380108,0.9053000925955942,0.11692808581385833,0.14265773550929786,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT4p0
74,direct,native direct strict,gaussian,1408.450704225352,3,0.9758797628191112,0.9276346026380108,0.9052598360051823,0.12537575662759737,0.13543535399489504,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT4p0
75,direct,reduced unitary direct,gaussian,1760.5633802816897,4,0.9941193978344718,0.9103767869122359,0.9050232232076731,0.07626499636041187,0.09364821070560081,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT5p0
76,direct,native direct strict,gaussian,1760.5633802816897,4,0.9941063104578864,0.9103767869122359,0.9050113087638283,0.08094033655234581,0.08913549278928823,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT5p0
77,direct,reduced unitary direct,gaussian,1056.3380281690138,3,0.9570817695236702,0.9452195710415633,0.9046524196408638,0.25277700131136166,0.16703923608658133,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT3p0
78,direct,native direct strict,gaussian,1056.3380281690138,3,0.9569743649351125,0.9452195710415633,0.9045508987217394,0.26041886781857726,0.1507906580470003,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT3p0
79,direct,reduced unitary direct,gaussian,1760.5633802816897,4,0.9935059830469068,0.9103767869122359,0.9044647846243253,0.0865308120126584,0.0795445248131981,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT5p0
80,direct,native direct strict,gaussian,1760.5633802816897,4,0.9934960931287852,0.9103767869122359,0.904455781072443,0.08988438589394084,0.07529004543150482,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT5p0
81,direct seed,gaussian seed,gaussian,1760.5633802816897,4,0.9927992498459718,0.9103767869122359,0.9038213911236539,0.06768692412700199,0.12182094593884255,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4101
82,direct seed,gaussian seed,gaussian,1760.5633802816897,4,0.9926447834233124,0.9103767869122359,0.9036807684781074,0.055320386441962105,0.12156051960631735,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_random_x_na4_chiT5p0_seed4102
83,direct seed,gaussian seed,gaussian,1760.5633802816897,4,0.9912582997554978,0.9103767869122359,0.9024185459314961,0.13001806664723223,0.09168088672505426,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na4_chiT5p0
84,direct seed,gaussian seed,gaussian,1760.5633802816897,4,0.990980247997608,0.9103767869122359,0.9021654140655531,0.12831956312949122,0.09426497055253108,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na4_chiT5p0
85,direct,reduced unitary direct,gaussian,1760.5633802816897,3,0.9902235372682582,0.9103767869122359,0.9014765221831456,0.1391650467854836,0.07882806850634812,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT5p0
86,direct,native direct strict,gaussian,1760.5633802816897,3,0.9901998626171928,0.9103767869122359,0.9014549693303774,0.1425800445970027,0.07061131019426024,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT5p0
87,direct seed,gaussian seed,gaussian,1760.5633802816897,3,0.989421124489862,0.9103767869122359,0.9007460242161719,0.1522402077110588,0.0866410642970516,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT5p0
88,direct seed,gaussian seed,gaussian,1056.3380281690138,3,0.9518683264850986,0.9452195710415633,0.8997245712482955,0.26350864649583133,0.1838336547868112,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT3p0
89,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.947125542180356,0.9452195710415633,0.8952415987022242,0.11208540346527873,0.15517102094600774,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na4_chiT3p0
90,direct,native direct strict,gaussian,1056.3380281690138,4,0.947095563698382,0.9452195710415633,0.8952132624543522,0.11865104760337523,0.1481096850813321,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na4_chiT3p0
91,direct,reduced unitary direct,gaussian,352.112676056338,2,0.9120831164243376,0.9813958904975115,0.8951146222510082,0.2112177241350473,0.4656485668609095,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT1p0
92,direct,reduced unitary direct,gaussian,352.112676056338,2,0.9120767771138228,0.9813958904975115,0.8951084008777205,0.21087013506063476,0.465159802646291,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT1p0
93,direct,native direct strict,gaussian,352.112676056338,2,0.9119816211347964,0.9813958904975115,0.8950150151909477,0.23363786137166143,0.46736188740364004,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na2_chiT1p0
94,direct,native direct strict,gaussian,352.112676056338,2,0.911981347119301,0.9813958904975115,0.8950147462732666,0.2336572002798194,0.46736896486897234,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na2_chiT1p0
95,direct,reduced unitary direct,gaussian,2112.676056338028,2,0.9989941993174668,0.893440037479997,0.8925414148804971,0.04466144586121033,0.03250092108930063,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT6p0
96,direct,reduced unitary direct,gaussian,2112.676056338028,2,0.9989941993174436,0.893440037479997,0.8925414148804764,0.04466144585012303,0.032500921115093256,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT6p0
97,direct,native direct strict,gaussian,2112.676056338028,2,0.9989911074651836,0.893440037479997,0.8925386524958774,0.04671285962476985,0.02977168341751872,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na2_chiT6p0
98,direct,native direct strict,gaussian,2112.676056338028,2,0.9989911073924642,0.893440037479997,0.8925386524309069,0.046712882749979576,0.029771636068995497,6,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na2_chiT6p0
99,direct,reduced unitary direct,gaussian,2112.676056338028,3,0.9974970162702832,0.893440037479997,0.891203771602707,0.05465574769782446,0.054971589299968704,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT6p0
100,direct,native direct strict,gaussian,2112.676056338028,3,0.9974903599242492,0.893440037479997,0.8911978245566569,0.05794161568298709,0.05169882214388505,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_smooth_x_na3_chiT6p0
101,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.9404091628961746,0.9452195710415633,0.8888931455562777,0.16502647514954183,0.17159814284493194,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na4_chiT3p0
102,direct,native direct strict,gaussian,1056.3380281690138,4,0.9403691192862048,0.9452195710415633,0.8888552955524391,0.17169931378396444,0.16283108444594166,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na4_chiT3p0
103,direct,reduced unitary direct,gaussian,1760.5633802816897,3,0.971181061556834,0.9103767869122359,0.884140694330125,0.103401320846707,0.1352687556067706,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT5p0
104,direct,native direct strict,gaussian,1760.5633802816897,3,0.9711388627752382,0.9103767869122359,0.8841022775389241,0.11137214192686955,0.12889306181213883,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT5p0
105,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.9329699363940264,0.9452195710415633,0.8818614430730362,0.15379659016714903,0.21599627655053502,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT3p0_seed4101
106,direct,native direct strict,gaussian,1056.3380281690138,4,0.9328879053757424,0.9452195710415633,0.8817839057491217,0.16538371131884536,0.20625251533511016,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT3p0_seed4101
107,direct,reduced unitary direct,gaussian,1056.3380281690138,4,0.9327926412702496,0.9452195710415633,0.8816938602521922,0.1524046477012581,0.22532666716791505,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT3p0_seed4102
108,direct,native direct strict,gaussian,1056.3380281690138,4,0.9326962434144734,0.9452195710415633,0.8816027431123061,0.16596192761626774,0.2150311077001528,12,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_random_x_na4_chiT3p0_seed4102
109,direct,reduced unitary direct,gaussian,352.112676056338,3,0.895662285324756,0.9813958904975115,0.8789992860913252,0.08850723612927665,0.6076136619501252,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_staggered_x_na3_chiT1p0
110,direct,reduced unitary direct,gaussian,352.112676056338,3,0.8932484571449284,0.9813958904975115,0.8766303650352752,0.070835412218066,0.6297284468794874,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_only_staggered_x_na3_chiT1p0
111,direct seed,gaussian seed,gaussian,1760.5633802816897,3,0.950402528042822,0.9103767869122359,0.8652243997528904,0.1381760640055412,0.20873963353434102,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT5p0
112,direct,reduced unitary direct,gaussian,2112.676056338028,3,0.9636952577057382,0.893440037479997,0.86100392716391,0.09997664569036069,0.14023724112404853,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT6p0
113,direct,native direct strict,gaussian,2112.676056338028,3,0.9636470819617748,0.893440037479997,0.8609608850254179,0.10827647794930056,0.13397689603699622,9,native_rich_multitone_sqr_cpsqr_feasibility,chi_plus_chiprime_smooth_x_na3_chiT6p0
