case_id,model_variant,include_chi_prime,family,seed,n_active,chi_t_over_2pi,duration_s,duration_ns,construction,restricted_process_fidelity,restricted_average_gate_fidelity,restricted_fro_error,per_block_process_fidelities,per_block_average_gate_fidelities,per_block_rotation_angle_errors_rad,per_block_rotation_axis_errors_rad,per_block_residual_z_error_rad,per_block_transverse_error_rad,per_block_actual_rotvec_z_rad,mean_block_average_gate_fidelity,worst_block_average_gate_fidelity,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,best_fit_restricted_process_fidelity,uncorrected_restricted_process_fidelity,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,best_fit_block_phase_rms_rad,optimization_success,optimization_message,n_optimizer_history,corrections_vector,source_case,reduced_vs_full_restricted_process_fidelity,reduced_vs_full_restricted_average_gate_fidelity,magnus_vs_full_restricted_process_fidelity,magnus_vs_full_restricted_average_gate_fidelity,echo_half_duration_ns,echo_total_duration_ns,echo_pi_duration_ns
chi_plus_chiprime_structured_xy_na4_chiT5p0,chi_plus_chiprime,True,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.45788354011637583,0.5181187023256675,0.815323807563746,"[0.8435906184194174, 0.6750615062897787, 0.44128228601101466, 0.15117385250028048]","[0.8957270789462782, 0.7833743375265191, 0.6275215240073431, 0.43411590166685365]","[0.8006033073854381, 1.2060530489396926, 1.1284219325294602, 0.5815668489812307]","[1.336832927703506, 0.8807302863708496, 1.5627446331805936, 1.5716061953755738]","[0.014825140629274591, 0.012089386049813095, 0.3929077367580161, 0.8861477242410734]","[0.8130650310718534, 1.2130372406735015, 1.6421554792089432, 2.1688665603342634]","[-0.010699768042422082, 0.014733388510258915, 0.5051269484863887, 1.4604678875904022]",0.6851847105367486,0.43411590166685365,0.3264924969195443,0.8861477242410734,1.4592810778221406,2.1688665603342634,0.4876210718985602,0.45788354011637583,1.0000024865561699,1.0000024340069666,0.0,0.0,0.0,0.0,0.6289730503131437,0.3899928709596917,True,Optimization terminated successfully.,246.0,"[0.7482206380655366, 0.7492336272059394, 0.7496536776680818, -0.7496536775558307, 0.4800817121098041, -0.6632465426163612, -1.8501031159942116, 0.001186859538714613]",,,,,,,,
chi_plus_chiprime_structured_xy_na4_chiT5p0,chi_plus_chiprime,True,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.45788598002271574,0.5181208711313029,0.8153241430939647,"[0.8435988340961833, 0.6750655785059982, 0.4412821115379701, 0.15117412233152458]","[0.8957325560641222, 0.7833770523373321, 0.6275214076919801, 0.4341160815543497]","[0.8006094494021178, 1.2060531158462524, 1.1284215770883463, 0.581566710250002]","[1.3370936205109036, 0.8807263085256997, 1.5627433357070766, 1.57160542640739]","[0.01481672124977863, 0.012090129923683676, 0.39291035962539395, 0.886142167433367]","[0.8130706264473735, 1.2130372159857972, 1.6421542822054325, 2.1688678618971]","[-0.010689798150649167, 0.014733387471597019, 0.5051272516056913, 1.4604680265984142]",0.6851867744119461,0.4341160815543497,0.32648984455805585,0.886142167433367,1.459282496633926,2.1688678618971,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na4_chiT5p0,1.0,1.0,,,,,
chi_plus_chiprime_structured_xy_na4_chiT5p0,chi_plus_chiprime,True,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.01576708402195343,0.12512629690840305,1.3224469366251088,"[0.10930235708432416, 0.06979664370248205, 0.21780869461468746, 0.14000197368063114]","[0.40620157138954943, 0.379864429134988, 0.47853912974312496, 0.4266679824537541]","[2.2818951125977565, 1.4778965611178123, 0.6513343565951841, 1.5419597732997399]","[2.651323648949173, 2.477967386364554, 1.292170080071306, 2.2472705955999146]","[0.2289386553697099, 0.9862052590114423, 1.4553880310044975, 0.25774788948595806]","[2.457052167960996, 2.413117643919675, 1.6102284426312226, 2.3605630133899247]","[-0.32029699176871557, -0.06576225594289271, 0.15732310417069337, -0.38995107714519145]",0.4228182781803541,0.379864429134988,0.7320699587179019,1.4553880310044975,2.2102403169754545,2.457052167960996,,,,,,,,,,,,,,,chi_plus_chiprime_structured_xy_na4_chiT5p0,,,0.007546361892551821,0.11781898834893495,,,
chi_plus_chiprime_structured_xy_na4_chiT5p0,chi_plus_chiprime,True,structured_xy,,4,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,0.0,"[1.0, 0.9999999999999998, 1.0, 1.0]","[1.0, 0.9999999999999999, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.1073424255447017e-08, 0.0, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.645895342081005e-18, 4.66426764409799e-17, 1.1780198166684962e-17, 2.4154707416563512e-17]","[0.0, 0.0, -0.0, 9.4261440852069e-17]",1.0,0.9999999999999999,0.0,0.0,2.1305869341577343e-17,4.66426764409799e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_random_xy_na2_chiT3p0_seed6101,chi_plus_chiprime,True,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.41167548089575334,0.5293403847166027,0.8466542788523295,"[0.18697620452239988, 0.7239676902078037]","[0.4579841363482666, 0.8159784601385359]","[2.2471596986858677, 1.0803752581048716]","[0.24799333943558632, 1.449455723147235]","[0.00022026573669762487, 0.025460494214053123]","[2.2472706993010245, 1.1060490375203615]","[-0.0007109498930388362, 0.028932183212396233]",0.6369812982434013,0.4579841363482666,0.012840379975375373,0.025460494214053123,1.676659868410693,2.2472706993010245,0.4116957049499562,0.41167548089575334,1.0000002873921943,1.0000002840665525,0.0,0.0,0.0,0.0,0.6972155368757085,0.010485200391034788,True,Optimization terminated successfully.,128.0,"[-0.7496536775576004, -0.7496536775576004, 0.98650097920293, 1.3399614129295654]",,,,,,,,
chi_plus_chiprime_random_xy_na2_chiT3p0_seed6101,chi_plus_chiprime,True,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.41167526163074114,0.5293402093045929,0.8466542210564927,"[0.18697608514696165, 0.7239673435083265]","[0.4579840567646411, 0.815978229005551]","[2.2471600394806734, 1.0803752788320093]","[0.24751173121713127, 1.4494803748372773]","[0.00021980853318310855, 0.0254606440516753]","[2.2472706011899035, 1.106049751590549]","[-0.0007095394957509853, 0.028932253780752162]",0.636981142885096,0.4579840567646411,0.012840226292429204,0.0254606440516753,1.6766601763902262,2.2472706011899035,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na2_chiT3p0_seed6101,1.0,1.0,,,,,
chi_plus_chiprime_random_xy_na2_chiT3p0_seed6101,chi_plus_chiprime,True,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.26231511037678074,0.40985208830142456,0.987757993925385,"[0.16337234377591903, 0.3845744840496704]","[0.442248229183946, 0.5897163226997802]","[2.138640067931883, 0.13604188623248503]","[2.109621430018656, 1.8016312343481538]","[0.12145020788120592, 0.6874473443316922]","[2.306203203881342, 1.6676105885173536]","[0.04115362234787351, -0.00028867843887668993]",0.5159822759418631,0.442248229183946,0.404448776106449,0.6874473443316922,1.986906896199348,2.306203203881342,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na2_chiT3p0_seed6101,,,0.8190634172164762,0.8552507337731811,,,
chi_plus_chiprime_random_xy_na2_chiT3p0_seed6101,chi_plus_chiprime,True,random_xy,6101.0,2,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,1.1274368112207335e-16,"[1.0, 1.0]","[1.0, 1.0]","[0.0, 2.220446049250313e-16]","[0.0, 1.4901161193847656e-08]","[0.0, 6.970492350908399e-34]","[3.8074196193092663e-17, 3.4519583944061763e-16]","[-9.069862021603002e-17, 0.0]",1.0,1.0,3.4852461754541996e-34,6.970492350908399e-34,1.9163501781685516e-16,3.4519583944061763e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_random_xy_na2_chiT5p0_seed6102,chi_plus_chiprime,True,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.25776025973640243,0.4062082077891219,0.9922779171918943,"[0.3618393263372396, 0.17130595255752434]","[0.574559550891493, 0.4475373017050162]","[1.8444323349454812, 2.270275045018417]","[1.376981561438215, 1.4502811360692152]","[0.008649286482768918, 0.015352579501843832]","[1.8507430648511238, 2.288093798745694]","[-0.005926797085320778, 0.01959619230126571]",0.5110484262982546,0.4475373017050162,0.012000932992306375,0.015352579501843832,2.069418431798409,2.288093798745694,0.2577704858563468,0.25776025973640243,1.0000035164981704,1.0000035057698142,0.0,0.0,0.0,0.0,0.8889202876483597,0.009063454749965276,True,Optimization terminated successfully.,245.0,"[-0.7452671526239162, 0.7485485085550608, -2.515010736366477, -1.7115157433236148]",,,,,,,,
chi_plus_chiprime_random_xy_na2_chiT5p0_seed6102,chi_plus_chiprime,True,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.25775841796605653,0.40620673437284527,0.9922791152652329,"[0.3618365932974866, 0.17130482994034704]","[0.574557728864991, 0.4475365532935647]","[1.8444367347547452, 2.2702758035750605]","[1.3772637180885354, 1.450448935057761]","[0.008646996992736074, 0.01535142800007732]","[1.8507460777877243, 2.288097270952857]","[-0.0059188878612904654, 0.019596059476220413]",0.5110471410792778,0.4475365532935647,0.011999212496406697,0.01535142800007732,2.0694216743702905,2.288097270952857,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na2_chiT5p0_seed6102,1.0,1.0,,,,,
chi_plus_chiprime_random_xy_na2_chiT5p0_seed6102,chi_plus_chiprime,True,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.031576300251855545,0.22526104020148444,1.2824217597240513,"[0.5333529525101542, 0.1405618161207609]","[0.6889019683401028, 0.42704121074717394]","[1.254917931072526, 0.6495210410691794]","[0.8457005621784375, 1.430076957895242]","[0.025072625759694482, 1.6879194953049088]","[1.5038318554280599, 1.6679226639965354]","[0.34297474808873607, 0.0013456939843267215]",0.5579715895436383,0.42704121074717394,0.8564960605323017,1.6879194953049088,1.5858772597122976,1.6679226639965354,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na2_chiT5p0_seed6102,,,0.018989038671163083,0.21519123093693046,,,
chi_plus_chiprime_random_xy_na2_chiT5p0_seed6102,chi_plus_chiprime,True,random_xy,6102.0,2,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,0.9999999999999998,0.9999999999999998,0.0,"[1.0, 0.9999999999999996]","[1.0, 0.9999999999999997]","[0.0, 0.0]","[1.4901161193847656e-08, 1.4901161193847656e-08]","[0.0, 0.0]","[2.7251366263605336e-17, 1.3481888717516416e-17]","[-0.0, 0.0]",0.9999999999999998,0.9999999999999997,0.0,0.0,2.0366627490560874e-17,2.7251366263605336e-17,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_random_xy_na3_chiT3p0_seed6201,chi_plus_chiprime,True,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.4604200839109169,0.5375029290665002,0.804566104807425,"[0.6424380634758793, 0.08629256307931417, 0.8973910026742924]","[0.7616253756505862, 0.3908617087195428, 0.9315940017828616]","[1.2663368966772448, 2.540925244921684, 0.24625985003662726]","[1.1082272366517778, 0.5739077209526938, 1.568861157307808]","[0.0008323193868462889, 0.0014933924257976843, 0.3064322951556599]","[1.2819245894358278, 2.545285940489492, 0.5756847048131876]","[-0.015597549420230991, 0.01376390903352837, 0.3223131276047444]",0.6946936953843301,0.3908617087195428,0.10291933565610129,0.3064322951556599,1.4676317449128355,2.545285940489492,0.46357285303575085,0.4604200839109169,1.0000042873575683,1.0000042253405979,0.0,0.0,0.0,0.0,0.6296619356130044,0.09809449600606299,True,Optimization terminated successfully.,324.0,"[-0.7496536775581908, 0.7493203442193228, 0.7496536775581908, 0.11929727657108424, -1.790245251585636, -0.6344988984626659]",,,,,,,,
chi_plus_chiprime_random_xy_na3_chiT3p0_seed6201,chi_plus_chiprime,True,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.4604224625623401,0.5375049679105772,0.804567437441519,"[0.6424499408617856, 0.08629154055454416, 0.8973902742336249]","[0.7616332939078571, 0.3908610270363628, 0.9315935161557499]","[1.2663426520207897, 2.5409278457690165, 0.24625967419174227]","[1.1081155088404464, 0.5739867345505423, 1.5688663827830915]","[0.0008245569650935108, 0.001492896464817231, 0.30643266689177334]","[1.2819242776119337, 2.5452892890702046, 0.575686273636891]","[-0.015587965534378787, 0.013764414513884125, 0.3223133441991829]",0.6946959456999898,0.3908610270363628,0.1029167067738947,0.30643266689177334,1.467633280106343,2.5452892890702046,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na3_chiT3p0_seed6201,1.0,1.0,,,,,
chi_plus_chiprime_random_xy_na3_chiT3p0_seed6201,chi_plus_chiprime,True,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.008671335771378637,0.15028971637546742,1.3467590672696421,"[0.11501122404914466, 0.12331237682159815, 0.08490556496200162]","[0.41000748269942977, 0.4155415845477321, 0.3899370433080011]","[0.007763578628851464, 1.210648299411411, 2.424074579820894]","[2.513549547571542, 1.3515142702779772, 0.6651659452654537]","[0.8217703108522694, 1.5381090170283696, 0.11200190263857653]","[2.3076492296998827, 1.8734676738698075, 2.5477820725429208]","[0.7544397678021666, -0.05249755699091191, -0.6388818751299276]",0.40516203685172103,0.3899370433080011,0.8239604101730719,1.5381090170283696,2.2429663253708703,2.5477820725429208,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na3_chiT3p0_seed6201,,,0.00018616098914584576,0.14301670941926786,,,
chi_plus_chiprime_random_xy_na3_chiT3p0_seed6201,chi_plus_chiprime,True,random_xy,6201.0,3,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,0.9999999999999998,0.9999999999999998,3.3035742792003846e-17,"[0.9999999999999996, 0.9999999999999996, 1.0]","[0.9999999999999997, 0.9999999999999997, 1.0]","[0.0, 0.0, 1.1102230246251565e-16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.2706790951988666e-34]","[1.739278407133579e-17, 1.5275865589783296e-17, 1.1487105872316755e-16]","[0.0, 6.491336848480875e-17, 1.4657431799712623e-17]",0.9999999999999997,0.9999999999999997,4.235596983996222e-35,1.2706790951988666e-34,4.917990279476221e-17,1.1487105872316755e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_random_xy_na3_chiT5p0_seed6202,chi_plus_chiprime,True,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.18456620490573858,0.3010567470620616,1.0709107024608222,"[0.114564412349296, 0.14488616409675056, 0.3362406918590294]","[0.409709608232864, 0.4299241093978337, 0.5574937945726862]","[2.4404190371307166, 2.355463095547141, 1.371553590588542]","[0.9987196317174867, 0.7987190988725328, 1.549211389744973]","[0.002676382862560628, 0.007272891746571419, 0.343461248088216]","[2.451004434883801, 2.3606088784486827, 1.8732496394894202]","[-0.017459225946045043, 0.00784461262998109, 0.4980950024767189]",0.46570917073446133,0.409709608232864,0.11780350756578267,0.343461248088216,2.2282876509406346,2.451004434883801,0.18748191390850363,0.18456620490573858,1.0000053161823883,1.000005243910597,0.0,0.0,0.0,0.0,0.974281445364604,0.1492125710994213,True,Optimization terminated successfully.,182.0,"[0.7482206380655366, 0.7464542651675782, 0.7485539714151813, -1.207316751544177, 0.020492549522476047, -0.9884718962004645]",,,,,,,,
chi_plus_chiprime_random_xy_na3_chiT5p0_seed6202,chi_plus_chiprime,True,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.18456649719204443,0.30105699759318094,1.070914126973636,"[0.11456602107269377, 0.14488621450735187, 0.3362390642741506]","[0.40971068071512917, 0.4299241430049012, 0.5574927095161004]","[2.440430489451164, 2.3554635356284526, 1.3715534032946632]","[0.9985835990915785, 0.7986803433133612, 1.5492189526260671]","[0.002679280232847559, 0.007270748106870539, 0.34346182231000777]","[2.451007962272707, 2.3606087179870245, 1.8732533074626294]","[-0.017447523356881246, 0.007845253344663036, 0.49809527051798824]",0.46570917774537696,0.40971068071512917,0.11780395021657529,0.34346182231000777,2.228289995907454,2.451007962272707,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na3_chiT5p0_seed6202,1.0,1.0,,,,,
chi_plus_chiprime_random_xy_na3_chiT5p0_seed6202,chi_plus_chiprime,True,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.019340281444394848,0.15943452695233845,1.312197134261198,"[0.0008543109263630655, 0.14987211924702454, 0.0035168947848425052]","[0.3339028739509087, 0.4332480794980163, 0.3356779298565617]","[1.019557479015896, 0.8077280938419473, 0.15936833676282602]","[1.9322898144705325, 3.113118485193005, 2.148077869864735]","[1.8564928337782864, 0.04737835669637408, 1.5259607300290514]","[2.461525394310732, 2.3460736759193157, 2.6094953879259037]","[-0.14738322067581855, 0.030934297402190083, 0.25084990593019896]",0.36760962776849554,0.3339028739509087,1.1432773068345707,1.8564928337782864,2.472364819385317,2.6094953879259037,,,,,,,,,,,,,,,chi_plus_chiprime_random_xy_na3_chiT5p0_seed6202,,,0.43309919170348243,0.5140850214601278,,,
chi_plus_chiprime_random_xy_na3_chiT5p0_seed6202,chi_plus_chiprime,True,random_xy,6202.0,3,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,1.5700924586837752e-16,"[0.9999999999999998, 1.0, 1.0]","[0.9999999999999999, 1.0, 1.0]","[8.881784197001252e-16, 0.0, 0.0]","[2.1073424255447017e-08, 2.1073424255447017e-08, 0.0]","[0.0, 0.0, 0.0]","[5.468777965510584e-16, 5.251504673116415e-18, 3.5885545272507553e-17]","[1.0697377818925577e-16, -4.32861016676407e-17, 0.0]",1.0,0.9999999999999999,0.0,0.0,1.9600494883222746e-16,5.468777965510584e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_only_aligned_x_na2_chiT1p0,chi_only,False,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.007651521314328027,0.2061212170514624,1.4741151985617018,"[0.8511241591558178, 0.5625194560308725]","[0.9007494394372119, 0.7083463040205817]","[0.7922701798258255, 1.4032604259107397]","[0.012917273021277395, 1.5663775719510857]","[0.00017425212526193742, 0.02952975743634026]","[0.7922782017748686, 1.445143071646342]","[0.0003214511857675662, 0.0008757539983822757]",0.8045478717288967,0.7083463040205817,0.014852004780801098,0.02952975743634026,1.1187106367106052,1.445143071646342,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_only_aligned_x_na2_chiT1p0,chi_only,False,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.16266776973290745,0.33013421578632596,1.1637491160942353,"[0.011255677913586433, 0.5249210884173934]","[0.3408371186090576, 0.6832807256115956]","[1.1700048784486685, 1.253579792354495]","[3.1134530384140886, 1.9287799550890528]","[0.023046045863463413, 0.07112158233219082]","[2.9289163486522733, 1.5192696936599188]","[-0.040196149376000335, 0.15912514409995193]",0.5120589221103266,0.3408371186090576,0.047083814097827116,0.07112158233219082,2.2240930211560963,2.9289163486522733,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_only_aligned_x_na2_chiT3p0,chi_only,False,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.006707494134048596,0.20536599530723887,1.4703618076250904,"[0.8311526842285101, 0.5626811410897271]","[0.8874351228190068, 0.708454094059818]","[0.8469231606525653, 1.4432845543525163]","[0.00509409612581223, 1.5596555625356057]","[7.109176674941774e-05, 0.0013277659655175566]","[0.8469235975776241, 1.4451123906141623]","[2.187039042533228e-06, 9.128800308239458e-06]",0.7979446084394124,0.708454094059818,0.0006994288661334872,0.0013277659655175566,1.1460179940958932,1.4451123906141623,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_only_aligned_x_na2_chiT3p0,chi_only,False,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.17538075055028987,0.3403046004402319,1.152033062277028,"[0.012959201389291661, 0.5612966205697119]","[0.3419728009261944, 0.7075310803798079]","[1.1541760640773249, 1.2558874857972904]","[3.1302473698538993, 1.5317064971782497]","[0.006562890793261315, 0.088496881843788]","[2.913413643315468, 1.4451868679481699]","[-0.014398927818023608, 0.17379846963930073]",0.5247519406530012,0.3419728009261944,0.04752988631852466,0.088496881843788,2.179300255631819,2.913413643315468,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_only_aligned_x_na2_chiT5p0,chi_only,False,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.006443102311244014,0.2051544818489952,1.4693153853781344,"[0.8256723156826664, 0.562703319927769]","[0.8837815437884443, 0.708468879951846]","[0.8614530244777676, 1.4385621072509485]","[0.00314337307479299, 1.558626569231777]","[1.5153785250125408e-05, 0.004731121218272672]","[0.861453115998944, 1.4450571572260913]","[1.024035371673007e-05, 1.963070839716561e-05]",0.7961252118701452,0.708468879951846,0.002373137501761399,0.004731121218272672,1.1532551366125177,1.4450571572260913,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
chi_only_aligned_x_na2_chiT5p0,chi_only,False,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_finite_gaussian,0.1737410005390649,0.33899280043125196,1.154020265740252,"[0.011544632024640678, 0.5629098678917416]","[0.34102975468309377, 0.7086065785944943]","[1.1670024704898472, 1.2598330134150022]","[3.136566063419012, 1.515535438422748]","[0.010552558123421228, 0.0710079671270892]","[2.9262660903945363, 1.4428960669837614]","[-0.010183783783274064, 0.16335449109853065]",0.524818166638794,0.34102975468309377,0.04078026262525522,0.0710079671270892,2.184581078689149,2.9262660903945363,,,,,,,,,,,,,,,,,,,,880.2816901408448,1840.56338028169,40.0
chi_only_aligned_x_na3_chiT1p0,chi_only,False,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.06655147238539583,0.199901262044625,1.5861479066185777,"[0.8679705262037689, 0.562311978603166, 0.35162559125745096]","[0.9119803508025126, 0.7082079857354439, 0.567750394171634]","[0.7437458712458261, 1.3965510163199848, 1.872072191116117]","[0.01785607400960658, 1.5720171217209264, 0.01628243035156503]","[0.0008663092361355759, 0.034487936645912876, 0.0023279469413021807]","[0.7437707329054013, 1.4454496354495294, 1.8720899855837723]","[0.00020164624380368122, 0.0007455902498347281, 0.00019978016899646498]",0.7293129102365302,0.567750394171634,0.012560730941116878,0.034487936645912876,1.3537701179795676,1.8720899855837723,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_only_aligned_x_na3_chiT1p0,chi_only,False,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.04504203707265861,0.18146460320513594,1.2597773908156826,"[0.0132584793889398, 0.5285923654027658, 0.11560233041457946]","[0.3421723195926265, 0.6857282436018438, 0.41040155360971964]","[1.152232024129051, 1.2784572047394314, 0.14850651714133045]","[3.096698823617847, 1.9516880454255898, 2.9139318137062196]","[0.019603848601582426, 0.04248219389123908, 0.36824486898072273]","[2.9107237518917155, 1.512984084655679, 2.4198932757278713]","[-0.052694918667797526, 0.12803618834873529, 0.39741492343270873]",0.47943403893473,0.3421723195926265,0.14344363715784808,0.36824486898072273,2.281200370758422,2.9107237518917155,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_only_aligned_x_na3_chiT3p0,chi_only,False,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.05994620923263427,0.19423960791368652,1.5778512018731272,"[0.8451058178338094, 0.5626837302432419, 0.32040765529592125]","[0.8967372118892062, 0.7084558201621612, 0.5469384368639475]","[0.809026457829503, 1.4394674613449951, 1.9381761109450975]","[0.00974416050347249, 1.5644126031882553, 0.022555845332877154]","[0.000298631247048523, 0.004075471816654887, 0.0016249872756280788]","[0.8090300288982214, 1.4450998099898589, 1.9381942992328471]","[2.6192941576857332e-06, 2.1777419397783854e-05, 5.7811670027160895e-06]",0.7173771563051049,0.5469384368639475,0.001999696779777163,0.004075471816654887,1.3974413793736424,1.9381942992328471,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_only_aligned_x_na3_chiT3p0,chi_only,False,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.050240787980056885,0.18592067541147733,1.25167591344548,"[0.01628891929535404, 0.5626379736838747, 0.1083495328175218]","[0.34419261286356934, 0.7084253157892498, 0.4055663552116812]","[1.126486369782849, 1.264668702029163, 0.16928987212184987]","[3.121938631689053, 1.519885954794157, 2.905829633695456]","[0.017395814989142427, 0.09023160921364745, 0.33753859601377195]","[2.885586013734549, 1.442370770279221, 2.4475897730585423]","[-0.02852850991487256, 0.16793166924134476, 0.4214255253721555]",0.4860614279548335,0.34419261286356934,0.14838867340552062,0.33753859601377195,2.258515519024104,2.885586013734549,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_only_aligned_x_na3_chiT5p0,chi_only,False,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.05615711152097986,0.1909918098751256,1.5728647516860663,"[0.8312911636380257, 0.5626970375034605, 0.30239539951101174]","[0.8875274424253504, 0.7084646916689735, 0.5349302663406745]","[0.8465508874299921, 1.4195381837518741, 1.9770865457511466]","[0.005884046385073901, 1.5614713272571006, 0.024608398572184845]","[6.26868469686691e-05, 0.018429200673346535, 0.0008400170745683839]","[0.8465514789526015, 1.4449621992158097, 1.9770966302020747]","[2.371829513277761e-05, 7.682499486481345e-05, 2.5064544062005435e-05]",0.7103074668116661,0.5349302663406745,0.006443968198294529,0.018429200673346535,1.422870102790162,1.9770966302020747,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
chi_only_aligned_x_na3_chiT5p0,chi_only,False,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,echo_finite_gaussian,0.04711000985173257,0.18323715130148505,1.2563826195952073,"[0.011954679666488381, 0.5688081089801358, 0.12090972073355388]","[0.34130311977765887, 0.7125387393200905, 0.4139398138223693]","[1.1632292048961301, 1.2653066772755754, 0.13086544901338049]","[3.130945671528741, 1.4507270427916232, 2.9113962665993256]","[0.019349041903168576, 0.056883478985336335, 0.3099830652003775]","[2.9224156259016207, 1.431612342713981, 2.4114727573848893]","[-0.020644050881577843, 0.15206772890912218, 0.42467212593516507]",0.48926055764003956,0.34130311977765887,0.12873852869629412,0.3099830652003775,2.2551669086668302,2.9224156259016207,,,,,,,,,,,,,,,,,,,,880.2816901408448,1840.56338028169,40.0
