mode,n,family,variant,description,duration_ns,amplitude_scale,expected_pi_amplitude_MHz,amplitude_MHz,carrier_rotating_MHz,target_probability,source_probability,leakage_probability,subspace_population,projected_swap_fidelity,projected_diagonal_norm,offdiag_phase_asymmetry_rad,source_column_subspace_norm,target_column_subspace_norm,neighbor_transfer_rows,max_neighbor_transfer,selectivity_ratio,dominant_basis_states,passes_unselective,passes_selective
readout,1,square,square,Constant envelope,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9969520050030979,0.0030479949969023476,0.0,1.0000000000000002,0.044964934979775856,0.07807406420765708,2.713586709559228,1.0,0.9999999999999997,"[{""n_other"": 2, ""target_probability"": 0.5402759103964914}, {""n_other"": 3, ""target_probability"": 0.07984043947228205}]",0.5402759103964914,1.8452645876279519,"[[""|g,1,0>"", 0.9969520050030979], [""|f,0,0>"", 0.0030479949969023476]]",True,False
readout,1,square,square,Constant envelope,16.0,1.05,15.624999999999998,16.406249999999996,-255.6696945244608,0.9963150836171217,0.0036849163828782993,0.0,1.0,0.07886099290780611,0.08584514520010923,2.5712105299675345,1.0,1.0,"[{""n_other"": 2, ""target_probability"": 0.5203568407700212}, {""n_other"": 3, ""target_probability"": 0.06007806107974508}]",0.5203568407700212,1.914676632563877,"[[""|g,1,0>"", 0.9963150836168355], [""|f,0,0>"", 0.0036849163831645017]]",True,False
readout,1,square,square,Constant envelope,20.0,1.05,12.5,13.125,-255.6696945244608,0.9959014597561773,0.004098540243822717,6.938893903907228e-18,1.0,0.12123901357665517,0.0905332946148872,2.428777980069984,1.0,0.9999999999999999,"[{""n_other"": 2, ""target_probability"": 0.5004653809569949}, {""n_other"": 3, ""target_probability"": 0.041669474439557645}]",0.5004653809569949,1.9899507491443356,"[[""|g,1,0>"", 0.9959014597561773], [""|f,0,0>"", 0.004098540243822717]]",True,False
readout,1,square,square,Constant envelope,24.0,1.05,10.416666666666666,10.9375,-255.6696945244608,0.995611682303993,0.004388317696007044,0.0,1.0,0.1712307636275649,0.09366846888052041,2.2863422099778425,0.9999999999999998,0.9999999999999996,"[{""n_other"": 2, ""target_probability"": 0.47921867117933664}, {""n_other"": 3, ""target_probability"": 0.025111836433877568}]",0.47921867117933664,2.0775728121231904,"[[""|g,1,0>"", 0.995611682303993], [""|f,0,0>"", 0.004388317696007044]]",True,False
readout,1,square,square,Constant envelope,32.0,1.05,7.812499999999999,8.203124999999998,-255.6696945244608,0.9952352585630299,0.0047647414369699215,2.220446049250313e-16,0.9999999999999998,0.2898849380864769,0.0976012817395171,2.0014396349620798,0.9999999999999997,0.9999999999999998,"[{""n_other"": 2, ""target_probability"": 0.4313282066528669}, {""n_other"": 3, ""target_probability"": 0.0028645784008713084}]",0.4313282066528669,2.307373464596985,"[[""|g,1,0>"", 0.9952352585645309], [""|f,0,0>"", 0.0047647414354690595]]",True,False
readout,1,square,square,Constant envelope,40.0,1.05,6.25,6.5625,-255.6696945244608,0.9950049281851129,0.0049950718148873965,0.0,1.0000000000000002,0.42529051360501735,0.0999299954850783,1.7164616193220028,1.0000000000000004,0.9999999999999996,"[{""n_other"": 2, ""target_probability"": 0.37676056170200706}, {""n_other"": 3, ""target_probability"": 0.004250312430752012}]",0.37676056170200706,2.640947671619878,"[[""|g,1,0>"", 0.9950049281851129], [""|f,0,0>"", 0.0049950718148873965]]",True,False
readout,1,square,square,Constant envelope,60.0,1.05,4.166666666666666,4.374999999999999,-255.6696945244608,0.9946814796789613,0.00531852032103914,0.0,1.0000000000000004,0.7643337038512015,0.10310590442714877,1.0041135294719323,1.0,0.9999999999999999,"[{""n_other"": 2, ""target_probability"": 0.2265196874471311}, {""n_other"": 3, ""target_probability"": 0.13613845213669915}]",0.2265196874471311,4.391148031718507,"[[""|g,1,0>"", 0.9946814796789613], [""|f,0,0>"", 0.00531852032103914]]",True,False
readout,1,square,square,Constant envelope,80.0,1.05,3.125,3.28125,-255.6696945244608,0.9945173724311848,0.005482627568814968,2.671474153004283e-16,0.9999999999999998,0.9735320007165377,0.10468057735606334,0.29158040112064754,1.0,0.9999999999999998,"[{""n_other"": 2, ""target_probability"": 0.09260601088663732}, {""n_other"": 3, ""target_probability"": 0.33496620348959355}]",0.33496620348959355,2.9690081031177273,"[[""|g,1,0>"", 0.9945173724311848], [""|f,0,0>"", 0.005482627568814968]]",True,False
readout,1,square,square,Constant envelope,120.0,1.05,2.083333333333333,2.1874999999999996,-255.6696945244608,0.994345874691788,0.005654125308212017,0.0,1.0,0.7078070814822404,0.10624073117970688,-1.1333268706347968,1.0,1.0000000000000002,"[{""n_other"": 2, ""target_probability"": 0.005338895462515747}, {""n_other"": 3, ""target_probability"": 0.18559771792836563}]",0.18559771792836563,5.357532871581813,"[[""|g,1,0>"", 0.994345874691788], [""|f,0,0>"", 0.005654125308212017]]",True,False
readout,1,square,square,Constant envelope,160.0,1.05,1.5625,1.640625,-255.6696945244608,0.9942569100407835,0.005743089959216463,0.0,1.0,0.08220450934676563,0.10700428821086815,-2.5582830443102607,0.9999999999999999,0.9999999999999998,"[{""n_other"": 2, ""target_probability"": 0.1427046531302997}, {""n_other"": 3, ""target_probability"": 0.025549321320238745}]",0.1427046531302997,6.96723539303904,"[[""|g,1,0>"", 0.9942569100407835], [""|f,0,0>"", 0.005743089959216463]]",True,False
