time_ns,source_probability,intermediate_probability,target_probability,leakage_probability,reduced_target_probability
0.0,1.0,0.0,0.0,0.0,7.703719777548947e-34
0.25,0.9999604841160425,3.951549357859865e-05,3.903782600949121e-10,5.94012097226044e-16,3.8963123675792367e-10
0.5,0.9998420490296017,0.0001579447328764193,6.23746714663796e-09,5.471360117288671e-14,6.233853679767007e-09
0.7500000000000001,0.9996446768391145,0.0003552915922012274,3.15680611860177e-08,6.230766948133473e-13,3.155680781304971e-08
1.0,0.9993684330504113,0.0006314672010475548,9.974504047756268e-08,3.5006253864253134e-12,9.972590934121324e-08
1.25,0.999013362022959,0.0009863945012024032,2.434624869831499e-07,1.3351629751411322e-11,2.4344262367849303e-07
1.5000000000000002,0.9985795359230423,0.0014199593116783534,5.047254204382826e-07,3.985893643945207e-11,5.047295545165869e-07
1.7500000000000002,0.998067041341729,0.0019320237277052799,9.34830078587538e-07,1.0048716600022061e-10,9.349138507532732e-07
2.0,0.9974759768958466,0.0025224285424204364,1.5943378833755996e-06,2.238496379646992e-10,1.594606937283671e-06
2.2500000000000004,0.9968064639739205,0.003190982522655231,2.553049729190831e-06,4.53695102497436e-10,2.553680576377476e-06
2.5,0.9960586289931542,0.003937480189175415,3.889964195959278e-06,8.534743986762398e-10,3.891239267579707e-06
2.7500000000000004,0.9952326215508528,0.004761683691279491,5.693246327950056e-06,1.511539766975988e-09,5.695588995289623e-06
3.0000000000000004,0.9943286050350942,0.005663332239047058,8.060178942243594e-06,2.5469164607985387e-09,8.064202334381355e-06
3.25,0.9933467579021568,0.0066421408665905315,1.1097115574593697e-05,4.1156781119955485e-09,1.1103679925442539e-05
3.5000000000000004,0.9922872736626631,0.007697800491256825,1.4919428172223048e-05,6.417907836098075e-09,1.4929708332405001e-05
3.7500000000000004,0.9911503608662287,0.00882997797818317,1.9651450345425958e-05,9.705242752478075e-09,1.9667014296550885e-05
4.0,0.9899362432266051,0.010038316068609795,2.5426415785141638e-05,1.4288999946129475e-08,2.5449315402062455e-05
4.25,0.988645154290866,0.011322438772324816,3.238638792682002e-05,2.0548882395700894e-08,3.241926716949203e-05
4.500000000000001,0.9872773530309575,0.012681935820674905,4.068220616999346e-05,2.8942197563195087e-08,4.072840659468759e-05
4.75,0.9858331036527913,0.01411638293799642,5.047339545469737e-05,4.001375757289356e-08,5.0537092151926e-05
5.0,0.9843127022210589,0.01562531529490745,6.192807794500613e-05,5.4406088611234135e-08,6.201444028114031e-05
5.250000000000001,0.9827164412065342,0.017208263003041915,7.522291985578512e-05,7.287056806924805e-08,7.533825838033545e-05
5.500000000000001,0.981044633771378,0.0188647269306501,9.054301924161816e-05,9.627873032062395e-08,9.069497432540864e-05
5.75,0.9792976081607622,0.020594184384533677,0.00010808182041726591,1.2563428688941274e-07,0.00010827956254078235
6.000000000000001,0.9774757070648474,0.022396089832264286,0.00012804101725917978,1.6208562910179384e-07,0.00012829546664537445
6.250000000000001,0.9755792873887531,0.024269875216327574,0.0001506304560773993,2.0693884192452233e-07,0.00015095451869958507
6.5,0.9736087204800901,0.026214949817152427,0.00017606803154189787,2.6167121561340755e-07,0.00017647685508010482
6.75,0.9715643815381088,0.02823071094804988,0.00020457956832956766,3.279455117948611e-07,0.00020509082901048545
7.000000000000001,0.9694466688204608,0.03031652478809436,0.00023639876754725353,4.076238975631269e-07,0.00023703291977648385
7.25,0.9672560164915729,0.032471713757306175,0.000271766968303829,5.027828171058862e-07,0.0002725476386563618
7.500000000000001,0.9649928392259781,0.034695611870973565,0.00031093317351977385,6.157295285445959e-07,0.0003118874315973542
7.75,0.96265759743481,0.036987499765413594,0.0003541537836213901,7.490161549633559e-07,0.0003553125786706483
8.0,0.960250736317394,0.039346665638133216,0.000401692586554478,9.054579183125815e-07,0.00040309109033824194
8.250000000000002,0.9577727228002331,0.041772368494001996,0.00045382055699425125,1.0881487706852246e-06,0.00045549860056618644
8.5,0.9552240389935064,0.044263844787064556,0.0005108157407011017,1.3004787279565595e-06,0.0005128182568196955
8.75,0.9526051808052184,0.046820309932524104,0.0005729631108597058,1.5461513978024454e-06,0.0005753406069766652
9.000000000000002,0.9499166572651209,0.04944095909852973,0.0006405544344293563,1.8292019200437945e-06,0.0006433634831972259
9.25,0.9471589909250225,0.052124966934095636,0.0007138881256408159,2.1540152410112322e-06,0.000717191882787899
9.5,0.9443327018126725,0.054871503784324246,0.000793269056792013,2.5253462112590636e-06,0.000797137846099966
9.750000000000002,0.9414383312191905,0.05767971185869992,0.0008790085862142014,2.9483358953640536e-06,0.0008835203315026422
10.0,0.9384764896357083,0.060548657827904306,0.0009714240091792535,3.4285272081514655e-06,0.0009766650874726832
10.25,0.935447699535829,0.06347748957498232,0.0010708389892969431,3.971899891774995e-06,0.00107690452184285
10.500000000000002,0.9323525920392834,0.06646524031501319,0.0011775827761304383,4.584869572925353e-06,0.0011845775682528723
10.75,0.9291917388068555,0.06951099643421227,0.0012919904339308249,5.274325001445668e-06,0.0013000295498472357
11.000000000000002,0.9259657518779479,0.07261379794303766,0.0014144025387022839,6.047640312120293e-06,0.0014236120402651943
11.250000000000002,0.9226752692073027,0.07577265318681124,0.001545164910077986,6.912695808076498e-06,0.0015556827219692644
11.5,0.9193208866620758,0.07898660665999015,0.0016846287723108187,7.877905623247718e-06,0.0016966052419593541
11.750000000000002,0.9159032891238531,0.08225460856547201,0.001833150082625127,8.952228049759854e-06,0.0018467490649206246
12.000000000000002,0.912423065874466,0.08557569900739351,0.001991089914145,1.014520399551539e-05,0.002006489323853873
12.25,0.9088809660764986,0.0889487533209284,0.0021588136565110568,1.146694606194527e-05,0.0021762066682383227
12.500000000000002,0.9052775915527949,0.09237278863099123,0.0023366916083803046,1.2928207833608554e-05,0.0023562871097773195
12.75,0.9016137161366303,0.09584664562333392,0.002525097890147115,1.4540349888637113e-05,0.0025471218657783703
13.0,0.8978899450365588,0.09936932846664645,0.0027244110676228946,1.631542917182073e-05,0.0027491072002197438
13.250000000000002,0.8941070706610389,0.10293964979588549,0.00293501339887412,1.8266144201495218e-05,0.0029626442625565507
13.5,0.890265770667489,0.10655653250178841,0.003157290903924154,2.040592679841387e-05,0.003188138924320174
13.75,0.8863667857891112,0.11021883240503422,0.0033916328816122362,2.2748924242335395e-05,0.003426001613565436
14.000000000000002,0.8824108547284948,0.11392540292445542,0.003638432324487476,2.5310022562313305e-05,0.003676647147220824
14.25,0.8783987108603433,0.11767509922206398,0.003898085014504404,2.8104903088344273e-05,0.003940494561397649
14.5,0.8743311553541314,0.12146670525184639,0.004170989381679153,3.115001234304474e-05,0.0042179669397148754
14.750000000000002,0.8702088965715084,0.1252990935392329,0.004457547247928066,3.446264133067506e-05,0.00450949123969684
15.000000000000002,0.8660327761840533,0.1291710007536833,0.004758162180053477,3.806088220995561e-05,0.004815498117301925
15.250000000000002,0.8618035170640731,0.13308127851466248,0.005073240682006075,4.1963739258349744e-05,0.005136421749640815
15.5,0.8575219801572889,0.13702863784356567,0.005403190953132813,4.619104601265127e-05,0.005472699655943475
15.750000000000002,0.8531889442573662,0.141011869301625,0.005748422875528079,5.076356548068973e-05,0.0058247725168348525
16.0,0.8488051701971148,0.14502977868328237,0.006109348108348514,5.570301125434624e-05,0.006193083991979616
16.25,0.8443715994871032,0.14908098789322682,0.006486380634909731,6.1031984760281585e-05,0.006578080536157019
16.500000000000004,0.8398889333461779,0.15316435812162837,0.006879934357614497,6.677417457926025e-05,0.006980211213827382
16.75,0.8353580650422122,0.15727855603371257,0.0072904247650108864,7.295415906432255e-05,0.007399927512252255
17.0,0.8307798405019926,0.16142229438920436,0.007718267547522571,7.959756128046638e-05,0.007837683153230919
17.250000000000004,0.8261550397123921,0.16559434967960973,0.008163879499674061,8.673110832408196e-05,0.00829393390351616
17.5,0.8214846127734228,0.16979332722802126,0.00862767752502233,9.438247353363467e-05,0.008769137383973015
17.75,0.8167693352830041,0.17401800531259057,0.009110078902573709,0.00010258050183161761,0.009263752877544221
18.000000000000004,0.8120101840734215,0.17826696012250906,0.009611500758260118,0.00011135504580930648,0.009778241136087126
18.25,0.8072079094498631,0.18253899381075672,0.010132359502026898,0.0001207372373532873,0.010313064186146385
18.5,0.8023635038150733,0.18683266511104055,0.010673071903932258,0.00013075916995393053,0.010868685133728184
18.750000000000004,0.7974778205365669,0.19114667242755898,0.011234052838658913,0.00014145419721520343,0.011445567968141026
19.0,0.7925516832948312,0.19547974361379697,0.011815716170047003,0.00015285692132486171,0.012044177364969258
19.25,0.7875861481702988,0.19983037154720118,0.012418477339676654,0.0001650029428233498,0.012664978488245592
19.500000000000004,0.7825819633929957,0.2041973607390572,0.013042746471970356,0.00017792939597676208,0.01330843679188891
19.75,0.7775401203849698,0.2085792714954499,0.013688933754499534,0.00019167436508077222,0.01397501782047424
20.0,0.7724614487029521,0.21297482682788224,0.014357446999708364,0.00020627746945731454,0.014665187009402081
20.250000000000004,0.7673469702610375,0.21738255773622092,0.015048692677505464,0.00022177932523612803,0.01537940948453421
20.5,0.762197498049296,0.22180120590853322,0.015763074006138498,0.00023822203603223943,0.016118149861363347
20.75,0.757014085616873,0.22622927235569978,0.016500993184133388,0.0002556488432938278,0.016881872043784774
21.000000000000004,0.7517975258702134,0.23066552279495547,0.017262846821948768,0.00027410451288233453,0.017671039022537232
21.25,0.746548884480565,0.23510844764194982,0.01804903289413752,0.00029363498334765425,0.01848611267338153
21.5,0.7412689749170993,0.23955679547559175,0.018859941691622275,0.0003142879156866653,0.019327553555084857
21.750000000000004,0.735958851585871,0.24400907240196956,0.019695964243485357,0.00033611176867403766,0.020195820707278822
22.000000000000004,0.7306193195260948,0.24846404052323662,0.020557482887215487,0.0003591570634530715,0.021091371448259857
22.25,0.7252514729261788,0.2529201693567218,0.021444882656022502,0.0003834750610769537,0.022014661172800324
22.500000000000004,0.7198561051286104,0.2573762391853996,0.02235853659495758,0.0004091190910324033,0.02296614315003834
22.750000000000004,0.7144343086581706,0.26183072630723386,0.02329882172380986,0.00043614331078568533,0.023946268321515342
23.0,0.7089869184511047,0.26628237510851016,0.024266102598828956,0.0004646038415561521,0.02495548509942938
23.250000000000004,0.7035149660215607,0.2707297302330062,0.02526074583958302,0.000494557905850037,0.025994239165172718
23.500000000000004,0.6980193631428204,0.2751714641189163,0.0262831083690423,0.0005260643692209764,0.02706297326822214
23.75,0.6925010604879502,0.27960621142121034,0.02733354443751369,0.0005591836533257351,0.028162127025450033
24.000000000000004,0.6869610566064648,0.28403256258461923,0.028412403456830604,0.0005939773520853842,0.029292136720924577
24.250000000000004,0.6814002187183654,0.28844924651312404,0.029520025621348152,0.0006305091471623878,0.030453435106267326
24.5,0.6758196237660135,0.29285478040472634,0.030656752413017466,0.0006688434162427336,0.03164645120163558
24.75,0.6702200742162159,0.29724796965909156,0.03182290904773381,0.0007090470769587492,0.03287161009739775
