mode,n,family,variant,description,duration_ns,amplitude_scale,expected_pi_amplitude_MHz,amplitude_MHz,carrier_rotating_MHz,target_probability,source_probability,leakage_probability,subspace_population
storage,1,gaussian,sigma_0p12,Narrow Gaussian,20.0,1.35,12.5,16.875,-255.6696945244608,0.7282707739036868,0.2717292260963131,1.1102230246251565e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,20.0,1.5,12.5,18.75,-255.6696945244608,0.501598491191983,0.49840150880801687,1.6653345369377348e-16,0.9999999999999998
storage,1,gaussian,sigma_0p12,Narrow Gaussian,24.0,0.65,10.416666666666666,6.770833333333333,-255.6696945244608,0.7263991376852615,0.2736008623147386,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,24.0,0.8,10.416666666666666,8.333333333333332,-255.6696945244608,0.9040123503247782,0.095987649675222,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,24.0,0.95,10.416666666666666,9.895833333333332,-255.6696945244608,0.9936862521439325,0.0063137478560672845,2.463307335887066e-16,0.9999999999999998
storage,1,gaussian,sigma_0p12,Narrow Gaussian,24.0,1.05,10.416666666666666,10.9375,-255.6696945244608,0.9940163972710075,0.0059836027289926425,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,24.0,1.2,10.416666666666666,12.499999999999998,-255.6696945244608,0.9052541525391167,0.09474584746088327,5.551115123125783e-17,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,24.0,1.35,10.416666666666666,14.0625,-255.6696945244608,0.7282687124728632,0.2717312875271369,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,24.0,1.5,10.416666666666666,15.625,-255.6696945244608,0.5015898391815822,0.49841016081841805,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,32.0,0.65,7.812499999999999,5.078125,-255.6696945244608,0.7264010354199619,0.27359896458003813,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,32.0,0.8,7.812499999999999,6.25,-255.6696945244608,0.9040121606445527,0.09598783935544723,6.938893903907228e-17,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,32.0,0.95,7.812499999999999,7.421874999999999,-255.6696945244608,0.9936872065478797,0.0063127934521203365,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,32.0,1.05,7.812499999999999,8.203124999999998,-255.6696945244608,0.9940162309888532,0.005983769011147105,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,32.0,1.2,7.812499999999999,9.374999999999998,-255.6696945244608,0.9052587084093893,0.09474129159061102,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,32.0,1.35,7.812499999999999,10.546875,-255.6696945244608,0.7282669733169967,0.2717330266830032,5.551115123125783e-17,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,32.0,1.5,7.812499999999999,11.718749999999998,-255.6696945244608,0.5015970037065279,0.49840299629347207,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,40.0,0.65,6.25,4.0625,-255.6696945244608,0.7264215108878606,0.27357848911213933,1.1102230246251565e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,40.0,0.8,6.25,5.0,-255.6696945244608,0.9040177589875042,0.09598224101249592,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,40.0,0.95,6.25,5.9375,-255.6696945244608,0.9936865232094758,0.006313476790524222,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,40.0,1.05,6.25,6.5625,-255.6696945244608,0.9940169270972233,0.005983072902776613,5.204170427930421e-17,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,40.0,1.2,6.25,7.5,-255.6696945244608,0.9052513690357767,0.0947486309642235,0.0,1.0000000000000002
