mode,n,family,variant,description,duration_ns,amplitude_scale,expected_pi_amplitude_MHz,amplitude_MHz,carrier_rotating_MHz,target_probability,source_probability,leakage_probability,subspace_population,projected_swap_fidelity,projected_diagonal_norm,offdiag_phase_asymmetry_rad,source_column_subspace_norm,target_column_subspace_norm,neighbor_transfer_rows,max_neighbor_transfer,selectivity_ratio,dominant_basis_states,passes_unselective,passes_selective,criterion,optimal_detuning_MHz,refined_target_probability,refined_leakage_probability
storage,1,gaussian,sigma_0p24,Wide Gaussian,220.0,1.05,1.1363636363636362,1.1931818181818181,-255.6696945244608,0.9940479586413358,0.005952041358664089,1.3964523981613297e-16,0.9999999999999999,0.4886958572574485,0.10896810662146862,1.5875679432372511,1.0,1.0,"[{""n_other"": 2, ""target_probability"": 0.0043370704301402925}, {""n_other"": 3, ""target_probability"": 0.0025750813147518395}]",0.0043370704301402925,229.1980207960748,"[[""|g,0,1>"", 0.9940479586413358], [""|f,0,0>"", 0.005952041358664089]]",True,True,selective,0.0,0.9938683695765063,1.5439038936193583e-16
storage,2,gaussian,sigma_0p24,Wide Gaussian,300.0,1.05,0.5892556509887895,0.618718433538229,-261.3505365244608,0.9940547190910339,0.0059452809089657836,2.8275992658421956e-16,0.9999999999999997,0.9083920357506006,0.10885911931279096,0.5959547784348164,0.9999999999999999,0.9999999999999997,"[{""n_other"": 1, ""target_probability"": 0.0001717202079836918}, {""n_other"": 3, ""target_probability"": 0.006185908599120942}]",0.006185908599120942,160.69663868494527,"[[""|g,0,2>"", 0.9940547190910339], [""|f,0,1>"", 0.0059452809089657836]]",True,True,selective,0.0,0.9938639857416514,4.597017211338539e-17
storage,3,gaussian,sigma_0p24,Wide Gaussian,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.03137852446076,0.9940716805068431,0.005928319493156919,0.0,1.0,0.11288046185476323,0.10870031434502021,2.4541910439396264,1.0000000000000002,0.9999999999999999,"[{""n_other"": 1, ""target_probability"": 0.00017867336695537534}, {""n_other"": 2, ""target_probability"": 0.0005299310811581539}]",0.0005299310811581539,1875.8508716535728,"[[""|g,0,3>"", 0.994071698305642], [""|f,0,2>"", 0.005928301694357935]]",True,True,selective,0.0,0.993864355085328,2.645453300864631e-16
storage,1,square,square,Constant envelope,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9969520050030979,0.0030479949969023476,0.0,1.0000000000000002,0.044964934979775856,0.07807406420765708,2.713586709559228,1.0,0.9999999999999997,"[{""n_other"": 2, ""target_probability"": 0.5419156988748005}, {""n_other"": 3, ""target_probability"": 0.08200032579983743}]",0.5419156988748005,1.8396809818816948,"[[""|g,0,1>"", 0.9969520050030979], [""|f,0,0>"", 0.0030479949969023476]]",True,False,unselective,0.0,0.9955343802207625,1.1796119636642288e-16
storage,2,square,square,Constant envelope,12.0,1.05,14.731391274719737,15.467960838455726,-261.3505365244608,0.9969548406464125,0.003045159353587576,0.0,1.0,0.17187321576344833,0.07803793051291669,2.2852485260473783,1.0000000000000002,1.0000000000000002,"[{""n_other"": 1, ""target_probability"": 0.8202851150725844}, {""n_other"": 3, ""target_probability"": 0.8148317536100059}]",0.8202851150725844,1.2153759983297943,"[[""|g,0,2>"", 0.9969548406464125], [""|f,0,1>"", 0.003045159353587576]]",True,False,unselective,0.0,0.9955347781490366,0.0
storage,3,square,square,Constant envelope,12.0,1.05,12.028130608117204,12.629537138523064,-267.03137852446076,0.9969581445047783,0.003041855495222155,0.0,1.0000000000000004,0.3577951270281244,0.07799604682482127,1.8569104941775127,1.0000000000000004,1.0000000000000002,"[{""n_other"": 1, ""target_probability"": 0.6121555794330864}, {""n_other"": 2, ""target_probability"": 0.9271783052673487}]",0.9271783052673487,1.0752604313981535,"[[""|g,0,3>"", 0.9969581445047783], [""|f,0,2>"", 0.003041855495222155]]",True,False,unselective,0.0,0.9955352054701395,7.719519468096792e-17
readout,1,gaussian,sigma_0p24,Wide Gaussian,220.0,1.05,1.1363636363636362,1.1931818181818181,-255.6696945244608,0.9940479586413358,0.005952041358664089,1.3964523981613297e-16,0.9999999999999999,0.4886958572574485,0.10896810662146862,1.5875679432372511,1.0,1.0,"[{""n_other"": 2, ""target_probability"": 0.008119027947372837}, {""n_other"": 3, ""target_probability"": 0.002064067687999796}]",0.008119027947372837,122.43435606881864,"[[""|g,1,0>"", 0.9940479586413358], [""|f,0,0>"", 0.005952041358664089]]",True,True,selective,0.0,0.9938683695765063,1.5439038936193583e-16
readout,2,gaussian,sigma_0p24,Wide Gaussian,220.0,1.05,0.8035304331665312,0.8437069548248578,-261.66969452446074,0.9940659031711205,0.005934096828879708,0.0,1.0000000000000002,0.9503281763033847,0.10887293275826167,-0.4226917332187332,1.0000000000000002,0.9999999999999997,"[{""n_other"": 1, ""target_probability"": 0.008940473624230389}, {""n_other"": 3, ""target_probability"": 0.0002144975338172395}]",0.008940473624230389,111.18716356111295,"[[""|g,2,0>"", 0.9940659031711205], [""|f,1,0>"", 0.005934096828879708]]",True,True,selective,0.0,0.9938694118971653,0.0
readout,3,gaussian,sigma_0p24,Wide Gaussian,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.9940848998933506,0.005915100106649537,0.0,1.0000000000000002,0.11943330919745794,0.10862014976023321,-2.4336724330286508,0.9999999999999999,1.0,"[{""n_other"": 1, ""target_probability"": 0.0003997822200888275}, {""n_other"": 2, ""target_probability"": 0.007361441617806456}]",0.007361441617806456,135.03943269600575,"[[""|g,3,0>"", 0.9940848998933506], [""|f,2,0>"", 0.005915100106649537]]",True,True,selective,0.0,0.9938706542384717,0.0
readout,1,square,square,Constant envelope,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9969520050030979,0.0030479949969023476,0.0,1.0000000000000002,0.044964934979775856,0.07807406420765708,2.713586709559228,1.0,0.9999999999999997,"[{""n_other"": 2, ""target_probability"": 0.5402759103964914}, {""n_other"": 3, ""target_probability"": 0.07984043947228205}]",0.5402759103964914,1.8452645876279519,"[[""|g,1,0>"", 0.9969520050030979], [""|f,0,0>"", 0.0030479949969023476]]",True,False,unselective,0.0,0.9955343802207625,1.1796119636642288e-16
