n,mechanism,target_coupling_MHz,common_detuning_MHz,storage_leg_lab_frequency_GHz,readout_leg_lab_frequency_GHz,storage_leg_rotating_frequency_MHz,readout_leg_rotating_frequency_MHz,storage_matrix_element,readout_matrix_element,storage_amplitude_MHz,readout_amplitude_MHz,simulation_duration_ns,peak_target_probability,time_to_peak_target_ns,max_intermediate_probability,intermediate_at_target_peak,leakage_at_target_peak,final_target_probability,reduced_peak_target_probability,reduced_peak_time_ns,reduced_max_intermediate_probability,resonant_peak_time_ns,raman_peak_time_ns,peak_target_error_vs_reduced,peak_time_error_vs_reduced_ns,dominant_peak_states,dominant_final_states,source_label,intermediate_label,target_label
1,resonant_bright_state,14.0,0.0,6.804115034441636,3.4488252783628397,-255.6696945244608,-255.6696945244608,1.0,1.0,14.0,14.0,80.0,0.9997201782854643,76.0,0.4999195186313711,0.0002797992927688447,0.0,0.8811701587958167,0.999559720655172,76.0,0.49988991804575594,25.25381361380527,,0.00016045763029237659,0.0,"[[""|g,1,0>"", 0.9997201782854643], [""|f,0,0>"", 0.0002797992927688447], [""|g,0,1>"", 2.2421766838797602e-08]]","[[""|g,1,0>"", 0.8811701587958167], [""|f,0,0>"", 0.11507074608931116], [""|g,0,1>"", 0.0037590951148718196]]","|g,0,1>","|f,0,0>","|g,1,0>"
1,detuned_raman_like,14.0,4.0,6.804115034441636,3.4488252783628397,-255.6696945244608,-255.6696945244608,1.0,1.0,14.0,14.0,120.00000000000001,0.9751033268942494,25.000000000000004,0.4949049780382416,0.00014935313862615005,0.0,0.37830589332641434,0.9751634073011953,25.000000000000004,0.4949223854404947,25.25381361380527,5.1020408163265305,-6.00804069459393e-05,0.0,"[[""|g,1,0>"", 0.9751033268942494], [""|g,0,1>"", 0.02474731996712442], [""|f,0,0>"", 0.00014935313862615005]]","[[""|g,0,1>"", 0.3999845934426336], [""|g,1,0>"", 0.37830589332641434], [""|f,0,0>"", 0.22170951323095214]]","|g,0,1>","|f,0,0>","|g,1,0>"
1,detuned_raman_like,14.0,8.0,6.804115034441636,3.4488252783628397,-255.6696945244608,-255.6696945244608,1.0,1.0,14.0,14.0,120.00000000000001,0.9058286746446693,25.000000000000004,0.48028813130913955,0.0004258750047194108,3.3306690738754696e-16,0.0037093908023214757,0.9058952622519262,25.000000000000004,0.4803012370963477,25.25381361380527,10.204081632653061,-6.658760725686275e-05,0.0,"[[""|g,1,0>"", 0.9058286746446693], [""|g,0,1>"", 0.09374545035061105], [""|f,0,0>"", 0.0004258750047194108]]","[[""|g,0,1>"", 0.8829694212671928], [""|f,0,0>"", 0.11332118793048544], [""|g,1,0>"", 0.0037093908023214757]]","|g,0,1>","|f,0,0>","|g,1,0>"
1,detuned_raman_like,14.0,12.0,6.804115034441636,3.4488252783628397,-255.6696945244608,-255.6696945244608,1.0,1.0,14.0,14.0,120.00000000000001,0.9372912936468851,96.50000000000001,0.4578230913972996,0.0003732994756336029,2.220446049250313e-16,0.419751212835138,0.9378708209590477,96.50000000000001,0.45789567286782973,25.25381361380527,15.306122448979592,-0.0005795273121625977,0.0,"[[""|g,1,0>"", 0.9372912936468851], [""|g,0,1>"", 0.06233540687748106], [""|f,0,0>"", 0.0003732994756336029]]","[[""|g,0,1>"", 0.5715255836610816], [""|g,1,0>"", 0.419751212835138], [""|f,0,0>"", 0.008723203503780249]]","|g,0,1>","|f,0,0>","|g,1,0>"
1,detuned_raman_like,14.0,16.0,6.804115034441636,3.4488252783628397,-255.6696945244608,-255.6696945244608,1.0,1.0,14.0,14.0,120.00000000000001,0.9612262443011407,117.0,0.4296903605622956,0.00011560506128186233,1.1102230246251565e-16,0.9072886195597984,0.9607932369428187,117.0,0.4298141887885594,25.25381361380527,20.408163265306122,0.00043300735832196846,0.0,"[[""|g,1,0>"", 0.9612262443011407], [""|g,0,1>"", 0.038658150637577424], [""|f,0,0>"", 0.00011560506128186233]]","[[""|g,1,0>"", 0.9072886195597984], [""|f,0,0>"", 0.05419413308030993], [""|g,0,1>"", 0.03851724735989164]]","|g,0,1>","|f,0,0>","|g,1,0>"
1,detuned_raman_like,14.0,20.0,6.804115034441636,3.4488252783628397,-255.6696945244608,-255.6696945244608,1.0,1.0,14.0,14.0,120.00000000000001,0.9764238611012472,45.00000000000001,0.39821731674539534,7.49852454430658e-05,0.0,0.629393061268247,0.9762795386434429,45.00000000000001,0.3983440809171539,25.25381361380527,25.510204081632654,0.00014432245780438002,0.0,"[[""|g,1,0>"", 0.9764238611012472], [""|g,0,1>"", 0.023501153653309743], [""|f,0,0>"", 7.49852454430658e-05]]","[[""|g,1,0>"", 0.629393061268247], [""|f,0,0>"", 0.2762199729949977], [""|g,0,1>"", 0.09438696573675535]]","|g,0,1>","|f,0,0>","|g,1,0>"
2,resonant_bright_state,4.0,0.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,2.82842712474619,4.0,141.0,0.6855253515018647,82.0,0.5085290064503678,0.055932164089268724,0.2581945670755791,0.0937621224073204,0.9999921256621533,88.5,0.4999956985744398,88.38834764831844,,-0.3144667741602887,-6.5,"[[""|g,1,1>"", 0.6855253515018647], [""|g,2,0>"", 0.14559808865318402], [""|f,1,0>"", 0.11259647842239513], [""|f,0,1>"", 0.055932164089268724], [""|g,0,2>"", 0.0003479173332874921]]","[[""|g,2,0>"", 0.36534048562264415], [""|f,0,1>"", 0.2866495085140311], [""|g,0,2>"", 0.1535030674255655], [""|f,1,0>"", 0.10074481603043844], [""|g,1,1>"", 0.0937621224073204]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,4.0,4.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,2.82842712474619,4.0,120.00000000000001,0.5372708005874927,78.00000000000001,0.4502636197031364,0.037107321204471924,0.1720675648136032,0.31250291654963114,0.7499868512703931,83.5,0.44442689871195934,88.38834764831844,62.5,-0.21271605068290045,-5.499999999999986,"[[""|g,1,1>"", 0.5372708005874927], [""|g,0,2>"", 0.2535543133944323], [""|g,2,0>"", 0.09234178053947095], [""|f,1,0>"", 0.07972578427413207], [""|f,0,1>"", 0.037107321204471924]]","[[""|g,1,1>"", 0.31250291654963114], [""|g,2,0>"", 0.28729646153002586], [""|f,0,1>"", 0.26745385515107517], [""|g,0,2>"", 0.12721988201549922], [""|f,1,0>"", 0.005526884753768674]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,4.0,8.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,2.82842712474619,4.0,168.5,0.5815880460792371,136.0,0.3356125919507986,0.05772874963040491,0.2640235232678163,0.38399784703315454,0.9420870403503151,144.5,0.33332883472155034,88.38834764831844,125.0,-0.360498994271078,-8.5,"[[""|g,1,1>"", 0.5815880460792371], [""|g,2,0>"", 0.14307922709677687], [""|f,1,0>"", 0.12094429617103934], [""|g,0,2>"", 0.09665968102254173], [""|f,0,1>"", 0.05772874963040491]]","[[""|g,2,0>"", 0.4410629275061922], [""|g,1,1>"", 0.38399784703315454], [""|f,0,1>"", 0.09491023783951236], [""|g,0,2>"", 0.07702015383915238], [""|f,1,0>"", 0.0030088337819887045]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,4.0,12.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,2.82842712474619,4.0,253.0,0.5522024721551181,173.5,0.2359730989269068,0.0454295616315975,0.26634657593394717,0.34498029525278645,0.9803329709825672,242.5,0.23529259233082764,88.38834764831844,187.5,-0.42813049882744914,-69.0,"[[""|g,1,1>"", 0.5522024721551181], [""|g,2,0>"", 0.1714751028990626], [""|g,0,2>"", 0.13602139027933727], [""|f,1,0>"", 0.09487147303488465], [""|f,0,1>"", 0.0454295616315975]]","[[""|g,2,0>"", 0.5987889194051489], [""|g,1,1>"", 0.34498029525278645], [""|f,1,0>"", 0.04601752463303093], [""|g,0,2>"", 0.008051101569044023], [""|f,0,1>"", 0.0021621591399900403]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,4.0,16.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,2.82842712474619,4.0,337.5,0.5297647713471536,197.0,0.1668159237199165,0.029997359516128082,0.21821690036679775,0.26502652550493144,0.9832919656468365,255.0,0.16666651455598877,88.38834764831844,250.0,-0.4535271942996829,-58.0,"[[""|g,1,1>"", 0.5297647713471536], [""|g,0,2>"", 0.22202096876992056], [""|g,2,0>"", 0.15516794310317242], [""|f,1,0>"", 0.06304895726362543], [""|f,0,1>"", 0.029997359516128082]]","[[""|g,2,0>"", 0.5981273064440252], [""|g,1,1>"", 0.26502652550493144], [""|f,1,0>"", 0.07222733210394436], [""|f,0,1>"", 0.04451053737955256], [""|g,0,2>"", 0.02010829856754628]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,4.0,20.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,2.82842712474619,4.0,421.5,0.5246730167940177,254.00000000000003,0.1211750216123147,0.02543386540770352,0.26481428102263116,0.23357200134880834,0.9966300767830545,348.00000000000006,0.12120940572031763,88.38834764831844,312.5,-0.4719570599890368,-94.00000000000003,"[[""|g,1,1>"", 0.5246730167940177], [""|g,2,0>"", 0.2119097367603709], [""|g,0,2>"", 0.18507883677564765], [""|f,1,0>"", 0.052904544262259975], [""|f,0,1>"", 0.02543386540770352]]","[[""|g,2,0>"", 0.639667107733986], [""|g,1,1>"", 0.23357200134880834], [""|f,1,0>"", 0.07794681077826394], [""|f,0,1>"", 0.03000322779023853], [""|g,0,2>"", 0.018810852348703316]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,resonant_bright_state,6.0,0.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,4.242640687119285,6.0,94.00000000000001,0.6853674050160731,54.50000000000001,0.5085218705741703,0.05846405312397171,0.25587463361908347,0.09374439806552909,0.9999921256621527,59.00000000000001,0.4999980314116625,58.925565098878955,,-0.3146247206460796,-4.5,"[[""|g,1,1>"", 0.6853674050160731], [""|g,2,0>"", 0.1434050723876194], [""|f,1,0>"", 0.1124695612314641], [""|f,0,1>"", 0.05846405312397171], [""|g,0,2>"", 0.0002939082408716687]]","[[""|g,2,0>"", 0.36558774287355306], [""|f,0,1>"", 0.28646285818425277], [""|g,0,2>"", 0.15338067827715288], [""|f,1,0>"", 0.10082432259951228], [""|g,1,1>"", 0.09374439806552909]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,6.0,4.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,4.242640687119285,6.0,120.00000000000001,0.6128006636094678,53.5,0.4808365480566512,0.045387399312384974,0.21523550951449355,0.19232968011090845,0.8756352907478213,57.50000000000001,0.4736828535119519,58.925565098878955,27.77777777777778,-0.2628346271383535,-4.000000000000007,"[[""|g,1,1>"", 0.6128006636094678], [""|g,0,2>"", 0.12657642756365367], [""|g,2,0>"", 0.11900443988281834], [""|f,1,0>"", 0.09623106963167563], [""|f,0,1>"", 0.045387399312384974]]","[[""|g,0,2>"", 0.31985352682514456], [""|g,2,0>"", 0.27431321696958266], [""|f,1,0>"", 0.20561903292563188], [""|g,1,1>"", 0.19232968011090845], [""|f,0,1>"", 0.007884543168732482]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,6.0,8.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,4.242640687119285,6.0,120.00000000000001,0.5005522365346682,99.0,0.4135658791770994,0.10031142694099382,0.3841481955198718,0.3051102905764812,0.9474712059606536,106.50000000000001,0.4090873941196228,58.925565098878955,55.55555555555556,-0.4469189694259854,-7.500000000000014,"[[""|g,1,1>"", 0.5005522365346682], [""|f,1,0>"", 0.19977337091331207], [""|g,2,0>"", 0.1843748246065597], [""|f,0,1>"", 0.10031142694099382], [""|g,0,2>"", 0.01498814100446621]]","[[""|g,2,0>"", 0.6158495496343067], [""|g,1,1>"", 0.3051102905764812], [""|f,1,0>"", 0.04087690536594741], [""|f,0,1>"", 0.026754381541440702], [""|g,0,2>"", 0.01140887288182442]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,6.0,12.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,4.242640687119285,6.0,120.00000000000001,0.5811234777314357,90.50000000000001,0.33555761666182704,0.05948871796497336,0.26213631541365456,0.3481159601691551,0.9420348283529572,96.00000000000001,0.33332883472155006,58.925565098878955,83.33333333333334,-0.36091135062152147,-5.5,"[[""|g,1,1>"", 0.5811234777314357], [""|g,2,0>"", 0.1402683710344759], [""|f,1,0>"", 0.1218679443791788], [""|g,0,2>"", 0.09725148888993639], [""|f,0,1>"", 0.05948871796497336]]","[[""|g,2,0>"", 0.4285104706044265], [""|g,1,1>"", 0.3481159601691551], [""|f,0,1>"", 0.14927945989139174], [""|g,0,2>"", 0.052700238114661326], [""|f,1,0>"", 0.02139387122036524]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,6.0,16.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,4.242640687119285,6.0,150.00000000000003,0.5360262330634324,121.5,0.2657586817454565,0.06426165498096326,0.3432403571653051,0.3354652778489321,0.9917057761390146,128.50000000000003,0.2647005484923799,58.925565098878955,111.11111111111111,-0.4556795430755821,-7.000000000000028,"[[""|g,1,1>"", 0.5360262330634324], [""|g,2,0>"", 0.21885648012167963], [""|f,1,0>"", 0.12438387704362583], [""|f,0,1>"", 0.06426165498096326], [""|g,0,2>"", 0.05647175479029919]]","[[""|g,2,0>"", 0.5140954241231527], [""|g,1,1>"", 0.3354652778489321], [""|f,0,1>"", 0.09197934342289273], [""|g,0,2>"", 0.03448906321877203], [""|f,1,0>"", 0.023970891386250224]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,6.0,20.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,4.242640687119285,6.0,187.5,0.5294307407994512,109.50000000000001,0.2097283222952469,0.034746871284910774,0.19578707242858595,0.3311013145767128,0.9938511915666054,152.50000000000003,0.20929705602921586,58.925565098878955,138.8888888888889,-0.4644204507671542,-43.000000000000014,"[[""|g,1,1>"", 0.5294307407994512], [""|g,0,2>"", 0.24003531548705198], [""|g,2,0>"", 0.12414752941172577], [""|f,1,0>"", 0.07163954301686035], [""|f,0,1>"", 0.034746871284910774]]","[[""|g,2,0>"", 0.487510931986652], [""|g,1,1>"", 0.3311013145767128], [""|f,1,0>"", 0.1431115639187712], [""|f,0,1>"", 0.02655507487115969], [""|g,0,2>"", 0.011721114646704342]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,resonant_bright_state,8.0,0.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,5.65685424949238,8.0,80.0,0.6853367492970465,41.0,0.5085239315319933,0.05591409384336641,0.25840107314430616,0.05074128166136619,0.9999047414776887,44.00000000000001,0.4999761848022583,44.19417382415922,,-0.31456799218064224,-3.000000000000007,"[[""|g,1,1>"", 0.6853367492970465], [""|g,2,0>"", 0.1457037905229555], [""|f,1,0>"", 0.11269728262135076], [""|f,0,1>"", 0.05591409384336641], [""|g,0,2>"", 0.0003480837152809794]]","[[""|g,0,2>"", 0.3844113881892026], [""|f,1,0>"", 0.2964716186505309], [""|f,0,1>"", 0.17239718798819997], [""|g,2,0>"", 0.09597852351070049], [""|g,1,1>"", 0.05074128166136619]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,8.0,4.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,5.65685424949238,8.0,120.00000000000001,0.6430289863864798,40.50000000000001,0.4925336783914721,0.049673410806752374,0.23290148684060485,0.20055281745846434,0.9270744120565977,43.50000000000001,0.4847459412799671,44.19417382415922,15.625,-0.2840454256701179,-3.0,"[[""|g,1,1>"", 0.6430289863864798], [""|g,2,0>"", 0.1298769222980437], [""|f,1,0>"", 0.10302456454256079], [""|g,0,2>"", 0.07439611596616306], [""|f,0,1>"", 0.049673410806752374]]","[[""|f,1,0>"", 0.3571760150140032], [""|g,0,2>"", 0.2639193799880169], [""|g,1,1>"", 0.20055281745846434], [""|f,0,1>"", 0.11413845354498584], [""|g,2,0>"", 0.06421333399452937]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,8.0,8.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,5.65685424949238,8.0,120.00000000000001,0.5358012098433913,39.00000000000001,0.4502500955750689,0.037112448829246796,0.17374137164874393,0.1501962104393412,0.7499472794000486,83.5,0.44444444444444453,44.19417382415922,31.25,-0.21414606955665727,-44.49999999999999,"[[""|g,1,1>"", 0.5358012098433913], [""|g,0,2>"", 0.25334496967861797], [""|g,2,0>"", 0.09306558384705813], [""|f,1,0>"", 0.08067578780168606], [""|f,0,1>"", 0.037112448829246796]]","[[""|f,1,0>"", 0.36979410213650976], [""|g,0,2>"", 0.28932851180563873], [""|g,1,1>"", 0.1501962104393412], [""|f,0,1>"", 0.10440670894934194], [""|g,2,0>"", 0.08627446666916837]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,8.0,12.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,5.65685424949238,8.0,120.00000000000001,0.5439405871380313,72.50000000000001,0.3939673062326149,0.09359454441218,0.3534026293873488,0.17555024307127268,0.9902330747210202,78.00000000000001,0.3902427104607191,44.19417382415922,46.875,-0.4462924875829889,-5.5,"[[""|g,1,1>"", 0.5439405871380313], [""|f,1,0>"", 0.17816618782577912], [""|g,2,0>"", 0.17523644156156964], [""|f,0,1>"", 0.09359454441218], [""|g,0,2>"", 0.009062239062440004]]","[[""|g,2,0>"", 0.3617369525296545], [""|g,0,2>"", 0.23307357755316155], [""|f,1,0>"", 0.20265378499085823], [""|g,1,1>"", 0.17555024307127268], [""|f,0,1>"", 0.02698544185505327]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,8.0,16.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,5.65685424949238,8.0,120.00000000000001,0.5808753497185766,68.0,0.33555481335778753,0.05712218325685655,0.2646905218600678,0.2116885015554543,0.9420348283529578,72.00000000000001,0.33332883472155034,44.19417382415922,62.5,-0.36115947863438125,-4.000000000000014,"[[""|g,1,1>"", 0.5808753497185766], [""|g,2,0>"", 0.141808702090249], [""|f,1,0>"", 0.12288181976981885], [""|g,0,2>"", 0.09731194516449905], [""|f,0,1>"", 0.05712218325685655]]","[[""|g,2,0>"", 0.7320875947376745], [""|g,1,1>"", 0.2116885015554543], [""|g,0,2>"", 0.034786449885805155], [""|f,0,1>"", 0.01617645121109871], [""|f,1,0>"", 0.0052610026099673335]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,8.0,20.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,5.65685424949238,8.0,120.00000000000001,0.5200223924780528,63.00000000000001,0.2819421036830667,0.03475847778225724,0.1721441834218742,0.2769001972785911,0.9995053283828594,99.50000000000001,0.28069364470465324,44.19417382415922,78.125,-0.4794829359048066,-36.50000000000001,"[[""|g,1,1>"", 0.5200223924780528], [""|g,0,2>"", 0.27307494631781576], [""|g,2,0>"", 0.09292413266757774], [""|f,1,0>"", 0.07922005075429688], [""|f,0,1>"", 0.03475847778225724]]","[[""|g,2,0>"", 0.5047766801970139], [""|g,1,1>"", 0.2769001972785911], [""|f,1,0>"", 0.09841305638873558], [""|f,0,1>"", 0.09157269477564557], [""|g,0,2>"", 0.028337371360013876]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,resonant_bright_state,10.0,0.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,7.071067811865475,10.0,80.0,0.685177326830001,33.00000000000001,0.5085277186578118,0.050980449655089646,0.263376739855253,0.15064512615582348,0.9999173871972258,35.5,0.49999569857444026,35.35533905932738,,-0.3147400603672248,-2.499999999999993,"[[""|g,1,1>"", 0.685177326830001], [""|g,2,0>"", 0.15031779956070457], [""|f,1,0>"", 0.11305894029454862], [""|f,0,1>"", 0.050980449655089646], [""|g,0,2>"", 0.00046548365965639715]]","[[""|g,0,2>"", 0.6437844715338319], [""|g,1,1>"", 0.15064512615582348], [""|g,2,0>"", 0.14551649337161895], [""|f,1,0>"", 0.05717372213517133], [""|f,0,1>"", 0.0028801868035539893]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,10.0,4.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,7.071067811865475,10.0,120.00000000000001,0.6577804351932158,32.5,0.4980079961106666,0.05283306561637903,0.24076526760651595,0.1879719176869012,0.9523946077621376,35.0,0.49019603004128187,35.35533905932738,9.999999999999998,-0.29461417256892175,-2.5,"[[""|g,1,1>"", 0.6577804351932158], [""|g,2,0>"", 0.13445076225369004], [""|f,1,0>"", 0.10631450535282558], [""|f,0,1>"", 0.05283306561637903], [""|g,0,2>"", 0.048621231583889195]]","[[""|g,2,0>"", 0.4557671425669703], [""|g,0,2>"", 0.3219415079086677], [""|g,1,1>"", 0.1879719176869012], [""|f,0,1>"", 0.02144085799510084], [""|f,1,0>"", 0.012878573842359952]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,10.0,8.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,7.071067811865475,10.0,120.00000000000001,0.5833570617330501,31.500000000000004,0.4693770948674199,0.04854310549375939,0.19475747952867561,0.14560333290666713,0.8280953214227599,34.0,0.4629625404333022,35.35533905932738,19.999999999999996,-0.24473825968970975,-2.4999999999999964,"[[""|g,1,1>"", 0.5833570617330501], [""|g,0,2>"", 0.17334235324451483], [""|g,2,0>"", 0.10452418137875459], [""|f,1,0>"", 0.0902332981499212], [""|f,0,1>"", 0.04854310549375939]]","[[""|g,0,2>"", 0.6299755068809302], [""|g,1,1>"", 0.14560333290666713], [""|g,2,0>"", 0.13630062246412133], [""|f,1,0>"", 0.08757938254512387], [""|f,0,1>"", 0.0005411552031575872]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,10.0,12.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,7.071067811865475,10.0,120.00000000000001,0.4846144944351956,30.500000000000004,0.4287290206633463,0.03272198452891826,0.14768888198507119,0.1980759640223069,0.8863578809819612,65.0,0.42370049008437644,35.35533905932738,29.999999999999996,-0.4017433865467656,-34.5,"[[""|g,1,1>"", 0.4846144944351956], [""|g,0,2>"", 0.3349746390508149], [""|g,2,0>"", 0.07696753382181039], [""|f,1,0>"", 0.07072134816326106], [""|f,0,1>"", 0.03272198452891826]]","[[""|g,0,2>"", 0.40143891688111205], [""|f,1,0>"", 0.25142377752668865], [""|g,1,1>"", 0.1980759640223069], [""|g,2,0>"", 0.10807218604139467], [""|f,0,1>"", 0.040989155528497793]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,10.0,16.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,7.071067811865475,10.0,120.00000000000001,0.56208018405056,57.50000000000001,0.38227250465496715,0.08117908894453425,0.34255873232222844,0.2353867563479163,0.9994166681099966,61.5,0.3787697217700622,35.35533905932738,39.99999999999999,-0.4373364840594366,-3.999999999999993,"[[""|g,1,1>"", 0.56208018405056], [""|g,2,0>"", 0.17441376523014337], [""|f,1,0>"", 0.16814496709208493], [""|f,0,1>"", 0.08117908894453425], [""|g,0,2>"", 0.01418199468267717]]","[[""|f,1,0>"", 0.30824725450476886], [""|g,0,2>"", 0.2600080475559254], [""|g,1,1>"", 0.2353867563479163], [""|g,2,0>"", 0.10983271684359579], [""|f,0,1>"", 0.08652522474779321]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,10.0,20.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,7.071067811865475,10.0,120.00000000000001,0.5807269036464924,54.0,0.3356284247894969,0.06572603093095572,0.255420765351278,0.20137812526434176,0.9418968195239075,57.50000000000001,0.3333281321575764,35.35533905932738,50.0,-0.3611699158774151,-3.500000000000007,"[[""|g,1,1>"", 0.5807269036464924], [""|g,2,0>"", 0.1340132684349185], [""|f,1,0>"", 0.12140749691635916], [""|g,0,2>"", 0.09812630007127388], [""|f,0,1>"", 0.06572603093095572]]","[[""|g,2,0>"", 0.4328441161557671], [""|g,0,2>"", 0.24351789849301309], [""|g,1,1>"", 0.20137812526434176], [""|f,1,0>"", 0.09609516689094232], [""|f,0,1>"", 0.026164693195935698]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,resonant_bright_state,12.0,0.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,8.48528137423857,12.0,80.0,0.6851622232773912,27.5,0.5085297803527599,0.05096789689640409,0.2634038540831789,0.21345242294537453,0.9999921256621527,29.500000000000004,0.4998599640338528,29.462782549439478,,-0.3148299023847615,-2.0000000000000036,"[[""|g,1,1>"", 0.6851622232773912], [""|g,2,0>"", 0.15033668563896888], [""|f,1,0>"", 0.11306716844420972], [""|f,0,1>"", 0.05096789689640409], [""|g,0,2>"", 0.00046602574302579867]]","[[""|g,0,2>"", 0.3500791320446054], [""|f,1,0>"", 0.32266951638784486], [""|g,1,1>"", 0.21345242294537453], [""|f,0,1>"", 0.10234338820124803], [""|g,2,0>"", 0.011455540420927115]]","|g,0,2>","|f,0,1>","|g,1,1>"
2,detuned_raman_like,12.0,4.0,6.798434192441636,3.4431444363628407,-261.3505365244608,-261.3505365244608,1.4142135623730951,1.0,8.48528137423857,12.0,120.00000000000001,0.6659066722239005,27.0,0.5011988488394433,0.05853715115417721,0.24155944965494747,0.24879767259320804,0.9662634991368868,29.500000000000004,0.49310566011298534,29.462782549439478,6.944444444444445,-0.30035682691298626,-2.5000000000000036,"[[""|g,1,1>"", 0.6659066722239005], [""|g,2,0>"", 0.13371335569034318], [""|f,1,0>"", 0.1078460939646038], [""|f,0,1>"", 0.05853715115417721], [""|g,0,2>"", 0.03399672696697481]]","[[""|f,0,1>"", 0.28536599017257225], [""|g,1,1>"", 0.24879767259320804], [""|g,2,0>"", 0.17259235947011886], [""|g,0,2>"", 0.1549947042322865], [""|f,1,0>"", 0.1382492735318144]]","|g,0,2>","|f,0,1>","|g,1,1>"
