mode,criterion,winning_family,conservative_duration_ns,mean_duration_ns,hardest_n,n1_duration_ns,n2_duration_ns,n3_duration_ns,mean_target_probability,mean_leakage_probability,mean_max_neighbor_transfer
storage,unselective,square,12.0,12.0,1,12.0,12.0,12.0,0.9953562098840877,0.0012375256887415267,0.7619297157379585
