time_ns,source_probability,target_probability,leakage_probability
0.0,1.0,0.0,0.0
0.25,0.9988187318703419,0.001181268129657933,1.97758476261356e-16
0.5,0.9952833748715886,0.004716625128411253,1.691355389077387e-16
0.7500000000000001,0.9894094961404325,0.010590503859567018,4.839878497975292e-16
1.0,0.981225516467758,0.01877448353224178,2.0122792321330962e-16
1.25,0.9707698482196836,0.029230151780316686,0.0
1.5000000000000002,0.9580918857577263,0.04190811424227382,0.0
1.7500000000000002,0.9432514708867717,0.05674852911322858,0.0
2.0,0.9263186686374115,0.0736813313625885,0.0
2.2500000000000004,0.9073733950089831,0.0926266049910168,1.3877787807814457e-16
2.5,0.8865050930373429,0.11349490696265738,0.0
2.7500000000000004,0.8638122729511678,0.13618772704883234,0.0
3.0000000000000004,0.839402029011894,0.16059797098810616,0.0
3.25,0.8133896330419219,0.18661036695807773,3.608224830031759e-16
3.5000000000000004,0.7858978399844206,0.21410216001557936,0.0
3.7500000000000004,0.75705644366318,0.24294355633682008,0.0
4.0,0.7270016193416717,0.27299838065832843,0.0
4.25,0.6958751661172405,0.30412483388275907,3.885780586188048e-16
4.500000000000001,0.6638241231216887,0.3361758768783109,3.885780586188048e-16
4.75,0.6309996835705495,0.3690003164294502,3.3306690738754696e-16
5.0,0.5975568563235503,0.4024431436764494,3.3306690738754696e-16
5.250000000000001,0.5636535500330158,0.4363464499669841,1.6653345369377348e-16
5.500000000000001,0.5294496738424611,0.4705503261575393,0.0
5.75,0.49510682715089055,0.5048931728491094,1.1102230246251565e-16
6.000000000000001,0.46078708201945107,0.5392129179805488,1.1102230246251565e-16
6.250000000000001,0.4266523931104513,0.5733476068895484,2.220446049250313e-16
6.5,0.39286401347601696,0.607135986523983,0.0
6.75,0.35958102844081036,0.6404189715591899,0.0
7.000000000000001,0.3269605649918074,0.6730394350081925,0.0
7.25,0.2951571391790181,0.7048428608209819,0.0
7.500000000000001,0.26432065029242985,0.7356793497075702,0.0
7.75,0.23459673246402496,0.7654032675359751,0.0
8.0,0.20612584521881633,0.7938741547811837,0.0
8.250000000000002,0.17904212052528615,0.8209578794747138,1.1102230246251565e-16
8.5,0.15347368046794696,0.8465263195320533,0.0
8.75,0.12954108654764163,0.8704589134523583,1.1102230246251565e-16
9.000000000000002,0.10735728148356616,0.8926427185164341,0.0
9.25,0.08702715070973245,0.9129728492902677,0.0
9.5,0.06864644250600868,0.9313535574939912,1.1102230246251565e-16
9.750000000000002,0.05230227124082346,0.9476977287591766,0.0
10.0,0.038071440471653784,0.9619285595283461,1.1102230246251565e-16
10.25,0.026021351108245962,0.973978648891754,0.0
10.500000000000002,0.016208258461764324,0.9837917415382358,0.0
10.75,0.008679895050899823,0.9913201049491002,0.0
11.000000000000002,0.003469562204473142,0.9965304377955269,0.0
11.250000000000002,0.000603235431824238,0.9993967645681758,0.0
11.5,9.299775873075089e-05,0.9999070022412692,1.1102230246251565e-16
11.750000000000002,0.0020122286981191493,0.997987771301881,0.0
12.000000000000002,0.004465619779237422,0.9955343802207625,1.1102230246251565e-16
