mode,n,family,variant,description,duration_ns,amplitude_scale,expected_pi_amplitude_MHz,amplitude_MHz,carrier_rotating_MHz,target_probability,source_probability,leakage_probability,subspace_population
readout,2,smooth_bump,compact_bump,Compact-support smooth ramp,60.0,1.05,2.9462782549439477,3.093592167691145,-261.66969452446074,0.9940328551741803,0.005967144825819561,1.6479873021779667e-16,0.9999999999999999
readout,2,smooth_bump,compact_bump,Compact-support smooth ramp,80.0,1.05,2.2097086912079607,2.3201941257683587,-261.66969452446074,0.9940324604137591,0.005967539586240788,6.765421556309548e-17,0.9999999999999999
readout,2,smooth_bump,compact_bump,Compact-support smooth ramp,120.0,1.05,1.4731391274719738,1.5467960838455725,-261.66969452446074,0.9940324345701834,0.005967565429816399,1.8041124150158794e-16,0.9999999999999998
readout,2,smooth_bump,compact_bump,Compact-support smooth ramp,160.0,1.05,1.1048543456039803,1.1600970628841794,-261.66969452446074,0.9940335986732837,0.0059664013267159985,3.3219954564955856e-16,0.9999999999999997
readout,2,smooth_bump,compact_bump,Compact-support smooth ramp,220.0,1.05,0.8035304331665312,0.8437069548248578,-261.66969452446074,0.9940362939916035,0.005963706008396263,2.0036056147532122e-16,0.9999999999999998
readout,2,smooth_bump,compact_bump,Compact-support smooth ramp,300.0,1.05,0.5892556509887895,0.618718433538229,-261.66969452446074,0.9940352731238618,0.005964726876138073,1.7607443281164592e-16,0.9999999999999998
readout,2,blackman,blackman,Blackman window,12.0,1.05,14.731391274719737,15.467960838455726,-261.66969452446074,0.9940576502664729,0.005942349733527594,0.0,1.0000000000000004
readout,2,blackman,blackman,Blackman window,16.0,1.05,11.048543456039804,11.600970628841793,-261.66969452446074,0.9940420966820989,0.005957903317900988,1.48318857196017e-16,0.9999999999999999
readout,2,blackman,blackman,Blackman window,20.0,1.05,8.838834764831843,9.280776503073435,-261.66969452446074,0.9940375240399628,0.005962475960037044,1.3964523981613297e-16,0.9999999999999999
readout,2,blackman,blackman,Blackman window,24.0,1.05,7.3656956373598685,7.733980419227863,-261.66969452446074,0.9940355984035579,0.005964401596442159,0.0,1.0
readout,2,blackman,blackman,Blackman window,32.0,1.05,5.524271728019902,5.8004853144208965,-261.66969452446074,0.9940344814887907,0.005965518511209603,0.0,1.0000000000000002
readout,2,blackman,blackman,Blackman window,40.0,1.05,4.419417382415921,4.640388251536717,-261.66969452446074,0.9940339584163081,0.005966041583691764,8.586881206085195e-17,0.9999999999999999
readout,2,blackman,blackman,Blackman window,60.0,1.05,2.9462782549439477,3.093592167691145,-261.66969452446074,0.9940329754913887,0.005967024508611672,0.0,1.0000000000000004
readout,2,blackman,blackman,Blackman window,80.0,1.05,2.2097086912079607,2.3201941257683587,-261.66969452446074,0.9940343545260947,0.005965645473905168,1.5525775109992423e-16,0.9999999999999999
readout,2,blackman,blackman,Blackman window,120.0,1.05,1.4731391274719738,1.5467960838455725,-261.66969452446074,0.994031939743407,0.005968060256592967,5.4643789493269423e-17,1.0
readout,2,blackman,blackman,Blackman window,160.0,1.05,1.1048543456039803,1.1600970628841794,-261.66969452446074,0.9940333459445714,0.005966654055428464,1.5785983631388945e-16,0.9999999999999999
readout,2,blackman,blackman,Blackman window,220.0,1.05,0.8035304331665312,0.8437069548248578,-261.66969452446074,0.9940326222945528,0.005967377705447282,0.0,1.0
readout,2,blackman,blackman,Blackman window,300.0,1.05,0.5892556509887895,0.618718433538229,-261.66969452446074,0.993996860082532,0.00600313991746771,3.2699537522162814e-16,0.9999999999999997
readout,3,square,square,Constant envelope,12.0,1.05,12.028130608117204,12.629537138523064,-267.6696945244608,0.9969588478881217,0.003041152111878383,0.0,1.0
readout,3,square,square,Constant envelope,16.0,1.05,9.021097956087901,9.472152853892299,-267.6696945244608,0.9963265646361359,0.0036734353638642244,0.0,1.0000000000000002
readout,3,square,square,Constant envelope,20.0,1.05,7.216878364870323,7.577722283113839,-267.6696945244608,0.9959195596948514,0.004080440305148725,0.0,1.0
readout,3,square,square,Constant envelope,24.0,1.05,6.014065304058602,6.314768569261532,-267.6696945244608,0.9956342217607274,0.00436577823927254,1.0408340855860843e-16,0.9999999999999999
readout,3,square,square,Constant envelope,32.0,1.05,4.510548978043951,4.736076426946149,-267.6696945244608,0.9952606995974255,0.004739300402574086,4.44956571588051e-16,0.9999999999999996
readout,3,square,square,Constant envelope,40.0,1.05,3.6084391824351614,3.7888611415569193,-267.6696945244608,0.9950257863796456,0.00497421362035457,0.0,1.0000000000000002
readout,3,square,square,Constant envelope,60.0,1.05,2.40562612162344,2.5259074277046123,-267.6696945244608,0.9947000447376668,0.005299955262333085,9.280770596475918e-17,0.9999999999999999
readout,3,square,square,Constant envelope,80.0,1.05,1.8042195912175807,1.8944305707784597,-267.6696945244608,0.9945479420371439,0.005452057962855945,1.3791051634015616e-16,0.9999999999999999
readout,3,square,square,Constant envelope,120.0,1.05,1.20281306081172,1.2629537138523061,-267.6696945244608,0.9943779051900966,0.005622094809903237,1.5178830414797062e-16,0.9999999999999999
readout,3,square,square,Constant envelope,160.0,1.05,0.9021097956087903,0.9472152853892298,-267.6696945244608,0.9942906406421482,0.005709359357851602,1.708702623837155e-16,0.9999999999999998
readout,3,square,square,Constant envelope,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.9942139380789876,0.00578606192101246,0.0,1.0
readout,3,square,square,Constant envelope,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.6696945244608,0.9941024358568219,0.005897564143177745,3.5735303605122226e-16,0.9999999999999997
readout,3,gaussian,sigma_0p24,Wide Gaussian,12.0,1.05,12.028130608117204,12.629537138523064,-267.6696945244608,0.9946922440595477,0.0053077559404521475,1.491862189340054e-16,0.9999999999999999
readout,3,gaussian,sigma_0p24,Wide Gaussian,16.0,1.05,9.021097956087901,9.472152853892299,-267.6696945244608,0.994535999543214,0.00546400045678592,4.683753385137379e-17,1.0
readout,3,gaussian,sigma_0p24,Wide Gaussian,20.0,1.05,7.216878364870323,7.577722283113839,-267.6696945244608,0.9944425721842434,0.0055574278157568425,0.0,1.0000000000000002
readout,3,gaussian,sigma_0p24,Wide Gaussian,24.0,1.05,6.014065304058602,6.314768569261532,-267.6696945244608,0.9943779123761365,0.0056220876238636695,0.0,1.0000000000000002
readout,3,gaussian,sigma_0p24,Wide Gaussian,32.0,1.05,4.510548978043951,4.736076426946149,-267.6696945244608,0.9942971635122524,0.005702836487747405,2.0383000842727483e-16,0.9999999999999998
readout,3,gaussian,sigma_0p24,Wide Gaussian,40.0,1.05,3.6084391824351614,3.7888611415569193,-267.6696945244608,0.9942478170515997,0.0057521829483999625,3.3480163086352377e-16,0.9999999999999997
readout,3,gaussian,sigma_0p24,Wide Gaussian,60.0,1.05,2.40562612162344,2.5259074277046123,-267.6696945244608,0.9941855430851542,0.00581445691484598,0.0,1.0000000000000002
readout,3,gaussian,sigma_0p24,Wide Gaussian,80.0,1.05,1.8042195912175807,1.8944305707784597,-267.6696945244608,0.9941527073918615,0.005847292608138635,0.0,1.0
readout,3,gaussian,sigma_0p24,Wide Gaussian,120.0,1.05,1.20281306081172,1.2629537138523061,-267.6696945244608,0.99411571458564,0.005884285414359986,4.9439619065339e-17,1.0
readout,3,gaussian,sigma_0p24,Wide Gaussian,160.0,1.05,0.9021097956087903,0.9472152853892298,-267.6696945244608,0.9941000113237938,0.005899988676206255,0.0,1.0
readout,3,gaussian,sigma_0p24,Wide Gaussian,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.9940848998933506,0.005915100106649537,0.0,1.0000000000000002
readout,3,gaussian,sigma_0p24,Wide Gaussian,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.6696945244608,0.994074177908754,0.005925822091246346,0.0,1.0000000000000002
readout,3,cosine,raised_cosine,Single-lobe cosine,12.0,1.05,12.028130608117204,12.629537138523064,-267.6696945244608,0.9939643308045976,0.006035669195402238,1.9949319973733282e-16,0.9999999999999998
readout,3,cosine,raised_cosine,Single-lobe cosine,16.0,1.05,9.021097956087901,9.472152853892299,-267.6696945244608,0.9940042702763293,0.0059957297236707535,0.0,1.0
readout,3,cosine,raised_cosine,Single-lobe cosine,20.0,1.05,7.216878364870323,7.577722283113839,-267.6696945244608,0.9940227092738165,0.005977290726183189,2.8189256484623115e-16,0.9999999999999997
readout,3,cosine,raised_cosine,Single-lobe cosine,24.0,1.05,6.014065304058602,6.314768569261532,-267.6696945244608,0.9940318480233282,0.005968151976671968,0.0,1.0000000000000002
readout,3,cosine,raised_cosine,Single-lobe cosine,32.0,1.05,4.510548978043951,4.736076426946149,-267.6696945244608,0.9940407638361435,0.005959236163856572,0.0,1.0
readout,3,cosine,raised_cosine,Single-lobe cosine,40.0,1.05,3.6084391824351614,3.7888611415569193,-267.6696945244608,0.9940447052778575,0.00595529472214241,1.0234868508263162e-16,0.9999999999999999
readout,3,cosine,raised_cosine,Single-lobe cosine,60.0,1.05,2.40562612162344,2.5259074277046123,-267.6696945244608,0.99404962066059,0.005950379339410019,0.0,1.0
readout,3,cosine,raised_cosine,Single-lobe cosine,80.0,1.05,1.8042195912175807,1.8944305707784597,-267.6696945244608,0.9940508451117624,0.005949154888237321,2.2985086056692694e-16,0.9999999999999998
readout,3,cosine,raised_cosine,Single-lobe cosine,120.0,1.05,1.20281306081172,1.2629537138523061,-267.6696945244608,0.994051161900031,0.005948838099969304,0.0,1.0000000000000002
readout,3,cosine,raised_cosine,Single-lobe cosine,160.0,1.05,0.9021097956087903,0.9472152853892298,-267.6696945244608,0.994050723253922,0.005949276746077752,2.8362728832220796e-16,0.9999999999999997
readout,3,cosine,raised_cosine,Single-lobe cosine,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.9940491741981572,0.005950825801843149,0.0,1.0000000000000004
readout,3,cosine,raised_cosine,Single-lobe cosine,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.6696945244608,0.9940474499116958,0.005952550088303762,4.36282954208167e-16,0.9999999999999996
readout,3,flat_top_cosine,ramp_0p25,Reference cosine ramp,12.0,1.05,12.028130608117204,12.629537138523064,-267.6696945244608,0.9941164588787892,0.005883541121210941,0.0,1.0000000000000002
readout,3,flat_top_cosine,ramp_0p15,Short cosine ramp,16.0,1.05,9.021097956087901,9.472152853892299,-267.6696945244608,0.9941229332948347,0.005877066705165661,0.0,1.0000000000000004
readout,3,flat_top_cosine,ramp_0p15,Short cosine ramp,20.0,1.05,7.216878364870323,7.577722283113839,-267.6696945244608,0.994085997486533,0.005914002513466723,2.419939248987646e-16,0.9999999999999998
readout,3,flat_top_cosine,ramp_0p15,Short cosine ramp,24.0,1.05,6.014065304058602,6.314768569261532,-267.6696945244608,0.9940675579811743,0.005932442018825706,0.0,1.0
readout,3,flat_top_cosine,ramp_0p15,Short cosine ramp,32.0,1.05,4.510548978043951,4.736076426946149,-267.6696945244608,0.9940664069916241,0.005933593008375646,2.8015784137025435e-16,0.9999999999999997
readout,3,flat_top_cosine,ramp_0p15,Short cosine ramp,40.0,1.05,3.6084391824351614,3.7888611415569193,-267.6696945244608,0.9940592597970622,0.005940740202937968,0.0,1.0000000000000002
readout,3,flat_top_cosine,ramp_0p15,Short cosine ramp,60.0,1.05,2.40562612162344,2.5259074277046123,-267.6696945244608,0.9940547053813639,0.005945294618636409,0.0,1.0000000000000002
readout,3,flat_top_cosine,ramp_0p35,Long cosine ramp,80.0,1.05,1.8042195912175807,1.8944305707784597,-267.6696945244608,0.9940527745597055,0.005947225440294486,0.0,1.0
readout,3,flat_top_cosine,ramp_0p35,Long cosine ramp,120.0,1.05,1.20281306081172,1.2629537138523061,-267.6696945244608,0.9940525413951408,0.005947458604859202,3.2959746043559335e-17,1.0
readout,3,flat_top_cosine,ramp_0p25,Reference cosine ramp,160.0,1.05,0.9021097956087903,0.9472152853892298,-267.6696945244608,0.9940509116600132,0.00594908833998685,0.0,1.0
readout,3,flat_top_cosine,ramp_0p15,Short cosine ramp,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.9940485593690461,0.005951440630953858,1.6479873021779667e-17,1.0
readout,3,flat_top_cosine,ramp_0p35,Long cosine ramp,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.6696945244608,0.9940479518033717,0.005952048196628425,0.0,1.0000000000000002
readout,3,flat_top_gaussian,ramp_0p15,Short Gaussian ramp,12.0,1.05,12.028130608117204,12.629537138523064,-267.6696945244608,0.9945931257800364,0.005406874219963788,0.0,1.0000000000000002
readout,3,flat_top_gaussian,ramp_0p15,Short Gaussian ramp,16.0,1.05,9.021097956087901,9.472152853892299,-267.6696945244608,0.9942678228770434,0.005732177122956489,1.0495077029659683e-16,0.9999999999999999
readout,3,flat_top_gaussian,ramp_0p15,Short Gaussian ramp,20.0,1.05,7.216878364870323,7.577722283113839,-267.6696945244608,0.994124671233789,0.005875328766211015,0.0,1.0
readout,3,flat_top_gaussian,ramp_0p35,Long Gaussian ramp,24.0,1.05,6.014065304058602,6.314768569261532,-267.6696945244608,0.9940893587423089,0.00591064125769106,8.066464163292153e-17,0.9999999999999999
readout,3,flat_top_gaussian,ramp_0p15,Short Gaussian ramp,32.0,1.05,4.510548978043951,4.736076426946149,-267.6696945244608,0.9940794761606475,0.005920523839352539,0.0,1.0
readout,3,flat_top_gaussian,ramp_0p35,Long Gaussian ramp,40.0,1.05,3.6084391824351614,3.7888611415569193,-267.6696945244608,0.9940711392050113,0.005928860794988771,0.0,1.0
readout,3,flat_top_gaussian,ramp_0p35,Long Gaussian ramp,60.0,1.05,2.40562612162344,2.5259074277046123,-267.6696945244608,0.9940656278660489,0.00593437213395122,0.0,1.0000000000000002
readout,3,flat_top_gaussian,ramp_0p35,Long Gaussian ramp,80.0,1.05,1.8042195912175807,1.8944305707784597,-267.6696945244608,0.9940618363336214,0.005938163666378439,1.205632815803881e-16,0.9999999999999999
readout,3,flat_top_gaussian,ramp_0p35,Long Gaussian ramp,120.0,1.05,1.20281306081172,1.2629537138523061,-267.6696945244608,0.9940589032337539,0.005941096766245965,1.3617579286417936e-16,0.9999999999999999
readout,3,flat_top_gaussian,ramp_0p15,Short Gaussian ramp,160.0,1.05,0.9021097956087903,0.9472152853892298,-267.6696945244608,0.9940538085367447,0.0059461914632554435,0.0,1.0000000000000002
readout,3,flat_top_gaussian,ramp_0p35,Long Gaussian ramp,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.9940541870843326,0.005945812915667182,2.437286483747414e-16,0.9999999999999998
readout,3,flat_top_gaussian,ramp_0p35,Long Gaussian ramp,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.6696945244608,0.9940526561272903,0.005947343872709668,7.806255641895632e-18,1.0
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,12.0,1.05,12.028130608117204,12.629537138523064,-267.6696945244608,0.9940457818079276,0.005954218192072425,0.0,1.0
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,16.0,1.05,9.021097956087901,9.472152853892299,-267.6696945244608,0.9940518246057172,0.005948175394283,0.0,1.0000000000000002
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,20.0,1.05,7.216878364870323,7.577722283113839,-267.6696945244608,0.9940521687516716,0.0059478312483286925,0.0,1.0000000000000002
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,24.0,1.05,6.014065304058602,6.314768569261532,-267.6696945244608,0.9940525464019516,0.005947453598048292,8.760353553682876e-17,0.9999999999999999
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,32.0,1.05,4.510548978043951,4.736076426946149,-267.6696945244608,0.9940525050038131,0.0059474949961869725,0.0,1.0000000000000002
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,40.0,1.05,3.6084391824351614,3.7888611415569193,-267.6696945244608,0.9940535307228713,0.0059464692771286605,5.811323644522304e-17,0.9999999999999999
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,60.0,1.05,2.40562612162344,2.5259074277046123,-267.6696945244608,0.9940534018866239,0.005946598113375978,7.806255641895632e-17,0.9999999999999999
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,80.0,1.05,1.8042195912175807,1.8944305707784597,-267.6696945244608,0.9940509948458709,0.005949005154129175,0.0,1.0
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,120.0,1.05,1.20281306081172,1.2629537138523061,-267.6696945244608,0.9940525936083356,0.005947406391664375,0.0,1.0
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,160.0,1.05,0.9021097956087903,0.9472152853892298,-267.6696945244608,0.9940513651840795,0.0059486348159205425,0.0,1.0
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.99405224533646,0.0059477546635398155,2.1250362580715887e-16,0.9999999999999998
readout,3,smooth_bump,compact_bump,Compact-support smooth ramp,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.6696945244608,0.9940508883868303,0.005949111613169849,0.0,1.0000000000000002
readout,3,blackman,blackman,Blackman window,12.0,1.05,12.028130608117204,12.629537138523064,-267.6696945244608,0.9940768836012429,0.005923116398757336,0.0,1.0000000000000002
readout,3,blackman,blackman,Blackman window,16.0,1.05,9.021097956087901,9.472152853892299,-267.6696945244608,0.9940612759763084,0.00593872402369166,0.0,1.0
readout,3,blackman,blackman,Blackman window,20.0,1.05,7.216878364870323,7.577722283113839,-267.6696945244608,0.9940567530994859,0.0059432469005139795,8.586881206085195e-17,0.9999999999999999
readout,3,blackman,blackman,Blackman window,24.0,1.05,6.014065304058602,6.314768569261532,-267.6696945244608,0.9940548693202707,0.0059451306797291825,1.6653345369377348e-16,0.9999999999999998
readout,3,blackman,blackman,Blackman window,32.0,1.05,4.510548978043951,4.736076426946149,-267.6696945244608,0.9940533929819098,0.005946607018089902,3.41740524767431e-16,0.9999999999999997
readout,3,blackman,blackman,Blackman window,40.0,1.05,3.6084391824351614,3.7888611415569193,-267.6696945244608,0.9940535661675198,0.005946433832480333,0.0,1.0000000000000002
readout,3,blackman,blackman,Blackman window,60.0,1.05,2.40562612162344,2.5259074277046123,-267.6696945244608,0.9940522815678863,0.005947718432113883,0.0,1.0000000000000002
readout,3,blackman,blackman,Blackman window,80.0,1.05,1.8042195912175807,1.8944305707784597,-267.6696945244608,0.9940531650878628,0.005946834912137167,4.423544863740858e-17,1.0
readout,3,blackman,blackman,Blackman window,120.0,1.05,1.20281306081172,1.2629537138523061,-267.6696945244608,0.9940521750634003,0.005947824936599938,0.0,1.0000000000000002
readout,3,blackman,blackman,Blackman window,160.0,1.05,0.9021097956087903,0.9472152853892298,-267.6696945244608,0.9940532402572878,0.005946759742712266,0.0,1.0
readout,3,blackman,blackman,Blackman window,220.0,1.05,0.6560798513518474,0.6888838439194398,-267.6696945244608,0.9940519844961001,0.0059480155038998915,3.469446951953614e-18,1.0
readout,3,blackman,blackman,Blackman window,300.0,1.05,0.48112522432468807,0.5051814855409225,-267.6696945244608,0.9940500224541874,0.0059499775458127764,0.0,1.0000000000000002
storage,1,square,square,Constant envelope,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9969520050030979,0.0030479949969023476,0.0,1.0000000000000002
storage,1,square,square,Constant envelope,16.0,1.05,15.624999999999998,16.406249999999996,-255.6696945244608,0.9963150836171217,0.0036849163828782993,0.0,1.0
storage,1,square,square,Constant envelope,20.0,1.05,12.5,13.125,-255.6696945244608,0.9959014597561773,0.004098540243822717,6.938893903907228e-18,1.0
storage,1,square,square,Constant envelope,24.0,1.05,10.416666666666666,10.9375,-255.6696945244608,0.995611682303993,0.004388317696007044,0.0,1.0
storage,1,square,square,Constant envelope,32.0,1.05,7.812499999999999,8.203124999999998,-255.6696945244608,0.9952352585630299,0.0047647414369699215,2.220446049250313e-16,0.9999999999999998
storage,1,square,square,Constant envelope,40.0,1.05,6.25,6.5625,-255.6696945244608,0.9950049281851129,0.0049950718148873965,0.0,1.0000000000000002
storage,1,square,square,Constant envelope,60.0,1.05,4.166666666666666,4.374999999999999,-255.6696945244608,0.9946814796789613,0.00531852032103914,0.0,1.0000000000000004
storage,1,square,square,Constant envelope,80.0,1.05,3.125,3.28125,-255.6696945244608,0.9945173724311848,0.005482627568814968,2.671474153004283e-16,0.9999999999999998
storage,1,square,square,Constant envelope,120.0,1.05,2.083333333333333,2.1874999999999996,-255.6696945244608,0.994345874691788,0.005654125308212017,0.0,1.0
storage,1,square,square,Constant envelope,160.0,1.05,1.5625,1.640625,-255.6696945244608,0.9942569100407835,0.005743089959216463,0.0,1.0
storage,1,square,square,Constant envelope,220.0,1.05,1.1363636363636362,1.1931818181818181,-255.6696945244608,0.9941798693798053,0.005820130620194834,0.0,1.0000000000000002
storage,1,square,square,Constant envelope,300.0,1.05,0.8333333333333333,0.875,-255.6696945244608,0.9941437060636844,0.0058562939363157734,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p24,Wide Gaussian,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9946670179580293,0.005332982041970869,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p24,Wide Gaussian,16.0,1.05,15.624999999999998,16.406249999999996,-255.6696945244608,0.9945063553902321,0.005493644609768079,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p24,Wide Gaussian,20.0,1.05,12.5,13.125,-255.6696945244608,0.9944103438606076,0.005589656139392312,1.2836953722228372e-16,0.9999999999999999
storage,1,gaussian,sigma_0p24,Wide Gaussian,24.0,1.05,10.416666666666666,10.9375,-255.6696945244608,0.9943454229089365,0.005654577091063743,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p24,Wide Gaussian,32.0,1.05,7.812499999999999,8.203124999999998,-255.6696945244608,0.9942632332940509,0.005736766705948964,1.726049858596923e-16,0.9999999999999998
storage,1,gaussian,sigma_0p24,Wide Gaussian,40.0,1.05,6.25,6.5625,-255.6696945244608,0.9942135557848902,0.005786444215109517,2.480654570646834e-16,0.9999999999999998
storage,1,gaussian,sigma_0p24,Wide Gaussian,60.0,1.05,4.166666666666666,4.374999999999999,-255.6696945244608,0.9941492270922867,0.005850772907713207,9.020562075079397e-17,0.9999999999999999
storage,1,gaussian,sigma_0p24,Wide Gaussian,80.0,1.05,3.125,3.28125,-255.6696945244608,0.9941162679117848,0.005883732088215392,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p24,Wide Gaussian,120.0,1.05,2.083333333333333,2.1874999999999996,-255.6696945244608,0.9940819511853323,0.005918048814667871,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p24,Wide Gaussian,160.0,1.05,1.5625,1.640625,-255.6696945244608,0.9940623727183759,0.005937627281624212,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p24,Wide Gaussian,220.0,1.05,1.1363636363636362,1.1931818181818181,-255.6696945244608,0.9940479586413358,0.005952041358664089,1.3964523981613297e-16,0.9999999999999999
storage,1,gaussian,sigma_0p24,Wide Gaussian,300.0,1.05,0.8333333333333333,0.875,-255.6696945244608,0.9940370544226127,0.005962945577387254,4.7704895589362195e-17,1.0
storage,1,cosine,raised_cosine,Single-lobe cosine,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9939423917829299,0.006057608217070114,1.734723475976807e-17,1.0
storage,1,cosine,raised_cosine,Single-lobe cosine,16.0,1.05,15.624999999999998,16.406249999999996,-255.6696945244608,0.9939763025236078,0.006023697476392407,0.0,1.0000000000000002
storage,1,cosine,raised_cosine,Single-lobe cosine,20.0,1.05,12.5,13.125,-255.6696945244608,0.993989728078057,0.006010271921942892,1.4137996329210978e-16,0.9999999999999999
storage,1,cosine,raised_cosine,Single-lobe cosine,24.0,1.05,10.416666666666666,10.9375,-255.6696945244608,0.9939983201572895,0.006001679842710648,0.0,1.0000000000000002
storage,1,cosine,raised_cosine,Single-lobe cosine,32.0,1.05,7.812499999999999,8.203124999999998,-255.6696945244608,0.9940050558572057,0.00599494414279456,0.0,1.0000000000000002
storage,1,cosine,raised_cosine,Single-lobe cosine,40.0,1.05,6.25,6.5625,-255.6696945244608,0.9940081463260843,0.0059918536739155225,2.255140518769849e-16,0.9999999999999998
storage,1,cosine,raised_cosine,Single-lobe cosine,60.0,1.05,4.166666666666666,4.374999999999999,-255.6696945244608,0.9940124515786303,0.005987548421370011,0.0,1.0000000000000002
storage,1,cosine,raised_cosine,Single-lobe cosine,80.0,1.05,3.125,3.28125,-255.6696945244608,0.9940139569700878,0.005986043029912574,0.0,1.0000000000000004
storage,1,cosine,raised_cosine,Single-lobe cosine,120.0,1.05,2.083333333333333,2.1874999999999996,-255.6696945244608,0.9940142764969332,0.005985723503067038,0.0,1.0000000000000002
storage,1,cosine,raised_cosine,Single-lobe cosine,160.0,1.05,1.5625,1.640625,-255.6696945244608,0.9940140431449899,0.005985956855010057,7.546047120499111e-17,0.9999999999999999
storage,1,cosine,raised_cosine,Single-lobe cosine,220.0,1.05,1.1363636363636362,1.1931818181818181,-255.6696945244608,0.9940124030104743,0.0059875969895257595,0.0,1.0
storage,1,cosine,raised_cosine,Single-lobe cosine,300.0,1.05,0.8333333333333333,0.875,-255.6696945244608,0.993966719325586,0.006033280674414153,0.0,1.0000000000000002
storage,1,flat_top_cosine,ramp_0p25,Reference cosine ramp,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9940851087155084,0.005914891284491515,1.1535911115245767e-16,0.9999999999999999
storage,1,flat_top_cosine,ramp_0p15,Short cosine ramp,16.0,1.05,15.624999999999998,16.406249999999996,-255.6696945244608,0.9940937228187072,0.0059062771812927895,0.0,1.0
storage,1,flat_top_cosine,ramp_0p15,Short cosine ramp,20.0,1.05,12.5,13.125,-255.6696945244608,0.9940525095270502,0.0059474904729501085,0.0,1.0000000000000002
storage,1,flat_top_cosine,ramp_0p15,Short cosine ramp,24.0,1.05,10.416666666666666,10.9375,-255.6696945244608,0.9940285845365956,0.0059714154634039705,4.354155924701786e-16,0.9999999999999996
storage,1,flat_top_cosine,ramp_0p15,Short cosine ramp,32.0,1.05,7.812499999999999,8.203124999999998,-255.6696945244608,0.9940292655945829,0.005970734405416959,1.0755285551056204e-16,0.9999999999999999
storage,1,flat_top_cosine,ramp_0p15,Short cosine ramp,40.0,1.05,6.25,6.5625,-255.6696945244608,0.9940228210801954,0.005977178919804817,0.0,1.0000000000000002
storage,1,flat_top_cosine,ramp_0p35,Long cosine ramp,60.0,1.05,4.166666666666666,4.374999999999999,-255.6696945244608,0.9940169402971606,0.0059830597028393655,4.5102810375396984e-17,1.0
storage,1,flat_top_cosine,ramp_0p25,Reference cosine ramp,80.0,1.05,3.125,3.28125,-255.6696945244608,0.9940151322711519,0.005984867728848097,8.673617379884035e-19,1.0
storage,1,flat_top_cosine,ramp_0p25,Reference cosine ramp,120.0,1.05,2.083333333333333,2.1874999999999996,-255.6696945244608,0.9940148158505852,0.005985184149414675,1.708702623837155e-16,0.9999999999999998
storage,1,flat_top_cosine,ramp_0p35,Long cosine ramp,160.0,1.05,1.5625,1.640625,-255.6696945244608,0.9940148725229795,0.005985127477020419,9.454242944073599e-17,0.9999999999999999
storage,1,flat_top_cosine,ramp_0p35,Long cosine ramp,220.0,1.05,1.1363636363636362,1.1931818181818181,-255.6696945244608,0.9940132670813667,0.005986732918633349,0.0,1.0
storage,1,flat_top_cosine,ramp_0p25,Reference cosine ramp,300.0,1.05,0.8333333333333333,0.875,-255.6696945244608,0.9940105158421749,0.005989484157825037,3.903127820947816e-17,1.0
storage,1,flat_top_gaussian,ramp_0p15,Short Gaussian ramp,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9945528966636683,0.005447103336331587,1.0668549377257364e-16,0.9999999999999999
storage,1,flat_top_gaussian,ramp_0p15,Short Gaussian ramp,16.0,1.05,15.624999999999998,16.406249999999996,-255.6696945244608,0.994226727525192,0.005773272474808124,0.0,1.0000000000000002
